nse_timesfm,kge_timesfm,pbias_timesfm,bid,nse_chronos,kge_chronos,pbias_chronos,nse_patchtst,kge_patchtst,pbias_patchtst,nse_persistence,kge_persistence,pbias_persistence,nse_lstm,kge_lstm,pbias_lstm,dataset,n_days,ac1,ac7,ac30,bfi,rbi,q_cv,q_skew,fdc_slope,zero_q_frac,q95_q50,aridity,p_mean,p_seasonality,frac_snow,area,elev_mean,slope_mean,forest_frac,regulation,d_tfm_pers,d_lstm_tfm
0.9971510246930316,0.9828100896294132,-0.4455714509751168,10023000,0.9983041378170026,0.9943342317138248,0.5599786421992474,-0.0366298933537403,0.1556295808065624,15.76593913785418,0.9976838283319502,0.9827236067461704,0.9150278903800948,0.9966435864557236,0.9688724204582834,1.287511788555318,CAMELS-US,1826,0.9967477657732886,0.9565423025328665,0.7073737798256253,0.8050705311454034,0.037041451147712914,1.4404965166238874,3.9418794069550662,1.389621010370038,0.0,7.272727272727273,0.9904617578486145,-1.003342660659606,-0.420761067916718,0.548429474219504,-0.083667382466332,1.6958598121706971,0.6515010045068041,-0.9528477854901036,,-0.0005328036389186108,-0.0005074382373080333
0.9868711769692584,0.9665865356035442,-1.841953291934676,1013500,0.9935454307017384,0.9900865411565156,-0.4169227103551096,-0.0369311583430356,-0.2137286669712379,12.202977185894117,0.9899450023562768,0.994526323812387,0.2163718965069827,0.9905855869259867,0.973164229101513,1.054455934799349,CAMELS-US,1734,0.9932626278526466,0.8296048409899418,0.253810173442228,0.6279877345455954,0.05596966843095887,1.00627624302698,2.142117192907307,2.343594752409061,0.0,5.340099009900989,-0.5776799011583994,-1.0006545372708433,0.187940258706929,0.313440357191799,-0.0729279824552562,-0.5053443245473851,0.0175941182417152,1.3574080017312995,,-0.003073825387018392,0.0037144099567283373
0.9840149179444212,0.940531945991266,-4.97014201183249,10166430,0.9846798088737178,0.9523932619534444,1.9009151793692087,-0.0225974498448771,-0.0117025618840598,37.507468928755,0.9860976310166932,0.9493998980286064,2.077215131962504,0.9832266576207784,0.9618217107794808,3.709925008875213,CAMELS-US,1826,0.9913699334503402,0.9340088554262304,0.6813211355124341,0.6072539443371724,0.08364096120376803,2.6525202276726794,4.232461268046325,4.742382272312929,0.0,25.454545454545453,1.384175189052027,-1.0036595613119013,-0.307864644329284,0.225310323036878,-0.0839776810778417,0.9514400333516448,0.9668945713062216,-1.4832570181700175,,-0.0020827130722720355,-0.0007882603236427643
0.916416149334953,0.9458259031647012,-1.9366165534794897,10172700,0.910120896251194,0.952738375087001,-0.9041794043546548,0.108056040409743,0.3995852546379463,12.283615216999165,0.916698637217928,0.9529113166225864,-1.4068567559334433,0.9167092499111558,0.9530428612295128,1.1194315930828935,CAMELS-US,1826,0.9618133788703391,0.8423434380940019,0.7469841859653733,0.8929181804434342,0.038433837490997186,0.5582577553255247,3.263906744046815,0.6518526655058954,0.0,2.3125,1.5535947012329194,-1.0036245075932508,-0.466426335101229,0.411636242179772,-0.0839788961482735,1.2527676841318496,0.7145319502654474,-1.5843957498459549,,-0.00028248788297502436,0.0002931005762027983
0.9923423600748223,0.972055661355284,-1.9193836143847527,10172800,0.9944672259496156,0.9851746070809204,0.1830819898818429,0.0017132376452205,-0.0530936205558136,7.685453290381704,0.9951415810363816,0.978960388923272,0.0483325393155043,0.9919443309613634,0.9828692224163024,1.1392284346360335,CAMELS-US,1826,0.9909499851050518,0.9375233566254491,0.675688398373313,0.725593839931385,0.05019518025962736,1.1712667513828143,3.165159963197743,1.6506884104293091,0.0,6.397058823529412,1.0909819062116022,-1.002672152643639,-0.353639697401873,0.472831239004244,-0.0842768921716617,1.5076301001209302,3.1615940701461227,-1.470899231019903,,-0.002799220961559268,-0.0003980291134589864
0.9741043130009838,0.900837549755755,-5.388157881328046,10173450,0.993093392345149,0.9852742442719852,-1.1622296760962518,0.0095185226260976,-0.0604934504356866,15.631755694572872,0.989841677449938,0.9884804529425316,0.0367325848740675,0.991044092315159,0.9722682227883788,2.527938532105414,CAMELS-US,1735,0.9948375501154133,0.9168162658730338,0.45666371583877186,0.5934908378583948,0.06888402934537245,1.885065161841828,4.227901396497778,2.1004460016968043,0.0,9.743999999999978,1.1689443478946582,-1.003122618843859,-0.411127387456105,0.638428591804715,-0.0829734253659954,2.11377276176243,0.9666884772202252,-0.1385346532825594,,-0.01573736444895424,0.01693977931417523
0.9874614789368574,0.9838117845888856,-1.1859743759461725,10205030,0.9931333995827012,0.9649345755924869,-0.4970599355795704,-0.0356139844928335,-0.0962797448408585,4.084518565346985,0.9908266178929512,0.993203010412812,0.4838006215324354,0.9896468393328344,0.9540642251752482,4.197999833523568,CAMELS-US,1740,0.9914262468837419,0.92746248346325,0.5616076172314044,0.7198626202820777,0.060112757181558577,1.2042840141986337,3.5888828219747033,1.4132541248338086,0.0,5.056179775280898,2.1005839221154115,-1.0031793972762455,-0.338402336290881,0.582535759841544,-0.0836514852948499,1.9500423026093765,1.5190740085346075,-1.4839074280200235,,-0.003365138956093805,0.002185360395976943
0.8110981717590882,0.8209045938496211,-10.15270943703058,1022500,0.7926477469570894,0.8705683329187377,-7.320171765503454,-0.0134479589211138,-0.3490353708153231,4.669625016241114,0.7172307248220953,0.8225055820712981,1.5665236051502145,0.8181468849591407,0.8933108324478171,-2.516746078949629,CAMELS-US,1734,0.895287152528639,0.3610928475542751,0.09099967267831878,0.5417373262980673,0.21302181161826683,1.0999818652151105,3.129675909270258,2.1890727479427556,0.0,5.193687230989957,-0.6407637886036589,-0.9998334178031372,-0.114529586491395,0.245259009248271,-0.0814289189634294,-0.6782099124663126,-0.0883641069056772,1.412367634056809,,0.0938674469369929,0.007048713200052514
0.9574133092237403,0.9285383843505706,-3.4950426296320978,10234500,0.9763930328352264,0.9320067447810444,-2.1689642568165257,-0.0091649934663877,-0.0506554888986245,11.790400930158006,0.9706494289059076,0.979889215596566,-0.8551947301513926,0.969113588878652,0.9686753203466024,2.7368037670068928,CAMELS-US,1826,0.9783556122277677,0.8794783791321361,0.5051109465817956,0.6835600107278319,0.0839327185407319,1.3789210320344611,4.330575757822063,1.4242534219567748,0.0,6.467391304347826,1.5156132424577469,-1.0029527785106225,-0.307748403888196,0.632069679226265,-0.0831359916641774,1.960405683982426,2.041894806652806,-0.4474793320354216,,-0.013236119682167202,0.011700279654911605
0.93995602549849,0.8436155760005087,-6.146955154595685,10242000,0.9678385756917368,0.8841101452786794,-5.019460929201276,0.0250725765367912,-0.0572745179917963,26.188626523728797,0.9664450634309448,0.913805395554756,-3.0321461400613505,0.9761729173331768,0.9236916778937152,3.532009514627525,CAMELS-US,1826,0.9660118471911195,0.8240759866553762,0.39369943568054505,0.5830247785070064,0.14350144076500027,1.7285774333131734,4.092545577715794,1.3925222102376966,0.0,10.053571428571429,3.3759503766013355,-1.0040386826650107,-0.412290813543531,0.30427937049614,-0.0832763829269799,1.4520187700227964,1.0672497338726534,-1.0312221724158297,,-0.02648903793245483,0.03621689183468679
