basin_id,model,mode,dataset,NSE,KGE,RMSE,MAE,PBIAS,FDC_slope_error,FDC_KGE,tail_RMSE_95,tail_RMSE_99,RB_flashiness_obs,RB_flashiness_sim,CRPS,mean_pred_std,n_predictions
ID_1,chronos,zero_shot,LamaH-CE,0.8781254411670998,0.8858276158948524,32.17282653274688,16.969717005465892,-3.3655729900912235,-0.0007864554510204121,0.9030212948862845,105.60988492729768,208.4485300264004,0.23549534,0.18287914,13.372177462195516,10.698509216308594,188
ID_10,chronos,zero_shot,LamaH-CE,0.40458230890767133,0.4836738104168965,1.5171539969714603,0.4890685678320996,-16.448247655173333,-0.004616223100051962,0.6146325363839716,6.036205575139689,12.455956987971788,0.6851716,0.48612577,0.4402042396904491,0.25848475098609924,188
ID_100,chronos,zero_shot,LamaH-CE,0.4062058802604064,0.4490655048611847,0.08205077708203859,0.030283224531152148,-12.116109077494373,-0.0020572066433768577,0.5578077335616557,0.3347640126000556,0.5952697088021681,0.47499663,0.34535372,0.02702852926282092,0.015472909435629845,188
ID_101,chronos,zero_shot,LamaH-CE,0.2675129281190648,0.29195759286273193,0.15333261525099734,0.04177985952651881,-18.551723231441258,-0.001405978354700358,0.45414366856872446,0.6443439063602834,1.2881139622827134,0.642755,0.40057045,0.0392257194652713,0.018167918547987938,188
ID_102,chronos,zero_shot,LamaH-CE,0.38768786906634545,0.39396598024814133,0.6232393667416635,0.20851452965685663,-18.830036494148068,-0.0027167955136118763,0.48620551425445224,2.473115922638014,4.842669726310168,0.64749587,0.42095682,0.19537720301022554,0.08052331954240799,188
ID_103,chronos,zero_shot,LamaH-CE,0.6689660916427254,0.6678585723864046,2.3841547837855677,0.945968341954211,-11.92402610122203,0.001230006403653016,0.7091031168603555,9.383938900292842,14.911462825731462,0.48546982,0.33598474,0.8278771785265461,0.46631574630737305,188
ID_104,chronos,zero_shot,LamaH-CE,0.6193357456613713,0.6141195138169464,1.5048278409948774,0.551721935259535,-12.718983206548844,0.002188912907420546,0.6615567044478674,6.1408267775778915,10.08178372915497,0.43821487,0.277781,0.4925899264739451,0.18018199503421783,188
ID_105,chronos,zero_shot,LamaH-CE,0.4989718087188403,0.561425357248053,2.7931019409563365,1.0825625169784465,-13.787033430506435,0.0017374955911811478,0.6542716744601691,11.02279168898862,17.96818112894766,0.5191084,0.34537563,0.969436737621725,0.4477940797805786,188
ID_106,chronos,zero_shot,LamaH-CE,0.5653058242957751,0.5865086799528745,5.738296721917214,2.2713839747804276,-13.259221466950212,0.00013441567646420294,0.6478469688839077,22.71093238872606,36.546415874526936,0.49179202,0.31197432,2.008130261803812,0.7918723225593567,188
ID_107,chronos,zero_shot,LamaH-CE,0.6372634884607448,0.7095875823350505,2.5047558315612934,1.1635149349557592,-9.479028318405119,7.254998642523477e-05,0.777140578293127,9.163675737436778,12.492649397837251,0.42920256,0.3261866,1.0119542847570506,0.571925938129425,188
ID_108,chronos,zero_shot,LamaH-CE,0.5181192054928647,0.5585203863609194,12.566536638335426,5.197062058651701,-13.10049027120637,0.002185414959393098,0.6345637443240176,48.91266081566882,66.97986061580713,0.46875885,0.31611288,4.672353522490733,2.1262271404266357,188
ID_109,chronos,zero_shot,LamaH-CE,0.42237571039348965,0.44528012549188845,0.9832969543849722,0.34956958446096864,-9.140274187050757,-0.0007122644484736911,0.5268368335065268,3.952626435064738,6.88324892011528,0.3329427,0.18255463,0.3139403410378411,0.14283892512321472,188
ID_11,chronos,zero_shot,LamaH-CE,0.7703609536193917,0.8612103269865706,0.19176037920675146,0.10532139788599724,-2.970427620332697,0.002521864601504036,0.9253274622534258,0.5393538470267752,0.8739841602527278,0.2679315,0.23907225,0.08693420380863569,0.0675024688243866,188
ID_110,chronos,zero_shot,LamaH-CE,0.31435279081772416,0.3241472671564204,2.7159494846544057,1.0279424704135733,-14.120595900364338,-0.0012794520111736058,0.4231170835383521,11.083679068146232,18.39435791530231,0.4393868,0.2183182,0.9117494638268112,0.42302951216697693,188
ID_111,chronos,zero_shot,LamaH-CE,0.8752136859798392,0.8423047513862982,2.6821259075315305,1.2616217697554446,-6.729362553202567,-0.000570770098940597,0.8536624995575361,9.317889701977192,9.086415879279357,0.39273366,0.31137952,1.089610731781155,0.7454371452331543,188
ID_112,chronos,zero_shot,LamaH-CE,0.8940368443242431,0.8630507002135749,0.8056429374529979,0.3382321475073695,-7.685880918504082,-0.0011165098020320258,0.8729610900239007,2.586062018844542,2.9819100002662404,0.45337483,0.47063452,0.2999520379641305,0.09102711826562881,188
ID_113,chronos,zero_shot,LamaH-CE,0.8676726955673502,0.8651703160859381,2.5493693437629634,1.0975248027355113,-7.298677808290978,-0.0015465520699004115,0.8823306336527076,8.589220119058044,15.871830310725116,0.45951763,0.449414,0.9973365177279222,0.5187914967536926,188
ID_114,chronos,zero_shot,LamaH-CE,0.8493022054740978,0.7967534457381362,1.120346209464859,0.4365001246333122,-8.726081811903274,-0.002502097445750695,0.8088700591339564,4.097722026885617,8.227899051193853,0.4289782,0.37592462,0.39379565801328004,0.20425236225128174,188
ID_115,chronos,zero_shot,LamaH-CE,0.6962960823327133,0.6811406423751123,1.9907815592968694,0.7600657015721849,-12.703829967361932,-0.006589310643680207,0.7190051531671775,7.4061673480978,14.175304742754946,0.5472325,0.42893818,0.6735186416544156,0.23515985906124115,188
ID_116,chronos,zero_shot,LamaH-CE,0.7736942438125265,0.7714620604882089,0.39503299736628156,0.18168840264069272,-9.315542141730546,-0.00030195882258575446,0.7991748077689812,1.4128151252041636,1.0961088496965958,0.38710994,0.25439328,0.15728829127117153,0.07492003589868546,188
ID_117,chronos,zero_shot,LamaH-CE,0.8390199233623564,0.7747009582134508,9.30938984014952,3.8281583963556494,-7.721655218854381,-0.002042042227863989,0.7855102947131746,35.625389536733906,45.791785744190996,0.3439732,0.25306267,3.273847040730874,1.9695745706558228,188
ID_118,chronos,zero_shot,LamaH-CE,0.8334465526441323,0.8045193189794727,1.387078189025247,0.6162821710743802,-8.052526679711649,-0.0018390143201546388,0.8209883087742471,5.022301853101139,7.029358089019252,0.38994086,0.3024884,0.53773921332138,0.23475025594234467,188
ID_119,chronos,zero_shot,LamaH-CE,0.9269843414427897,0.9009593942392085,0.057577129872702026,0.02747921253296923,-2.5763204789204908,-0.001300545339003558,0.9071658466728647,0.19098413090192995,0.16382898672383475,0.21349779,0.18031625,0.02228933089163133,0.019075030460953712,188
ID_12,chronos,zero_shot,LamaH-CE,0.90459639292008,0.9401107819477996,0.18452600820883844,0.1020388625403668,-1.1270198235515052,0.0006503594699865467,0.9631242655910904,0.5668875422649226,0.8248103480872282,0.1370141,0.12001492,0.07986561613113836,0.09920036792755127,188
ID_120,chronos,zero_shot,LamaH-CE,0.6193022662574743,0.7498008229926646,3.1189236472919415,2.3121305938730847,-4.124219707252936,-0.0010736039783680595,0.8576399044095384,5.254284756776101,5.603755877233544,0.37973616,0.27724814,1.9297533180835376,0.8787432909011841,188
ID_121,chronos,zero_shot,LamaH-CE,0.7273988564666813,0.8474808501935419,3.4614670398471317,2.629884143459036,-2.8397367275877277,-0.0016323194610802436,0.9417255951145014,3.872422135081942,5.8680984478654565,0.40324974,0.3474736,2.1552945733922857,1.1552823781967163,188
ID_122,chronos,zero_shot,LamaH-CE,0.8512412119292145,0.818676034256876,13.77638147139822,6.986998441371512,-4.542951921736482,-0.00026555679169163945,0.8308231702474165,52.900959693395286,82.87742727330179,0.24324162,0.15487215,5.656350006193551,4.317898273468018,188
ID_123,chronos,zero_shot,LamaH-CE,0.9179559206922947,0.8873538948705333,0.6401606705233963,0.2877808802939476,-3.8710055592450043,-0.0005408548359100256,0.8936688252081406,2.222020667203166,4.225622423289488,0.19911082,0.16126296,0.2379167311270071,0.1516159176826477,188
ID_124,chronos,zero_shot,LamaH-CE,0.8626433037068314,0.8247057502230482,1.5062476855723856,0.6999760384255267,-4.802597221796649,-0.0004994169815818322,0.8356921125778001,5.66860504745721,8.775453894169834,0.22637647,0.15411903,0.5859691583614862,0.3635542094707489,188
ID_125,chronos,zero_shot,LamaH-CE,0.7112101212948293,0.6948625224621796,1.5769508955066236,0.5303975578318251,-7.161558659942898,-0.0006722371262654625,0.7282697454003293,6.470828220538667,9.707444901297885,0.31232363,0.21884018,0.4643934448358303,0.2144884169101715,188
ID_126,chronos,zero_shot,LamaH-CE,0.8074301272682785,0.7862912949811762,2.3324257348085005,0.9265568091514262,-4.565500331697938,-0.0001896057503773963,0.8067362585775382,9.22327980346337,14.672111001406083,0.2334151,0.16904168,0.772980664942923,0.5281609892845154,188
ID_127,chronos,zero_shot,LamaH-CE,0.7434736274004723,0.829169075977307,1.8909254395310153,1.1661157598520846,-0.2471124447580687,-0.003257074467195177,0.8979341772737203,4.563843912277649,2.6779343666283975,0.38881555,0.3137537,1.0004257918632686,0.407842755317688,188
ID_128,chronos,zero_shot,LamaH-CE,0.7493160362020369,0.7659079837660197,4.809630727861202,2.2223151510066175,-7.651454686341293,-0.002718977820221135,0.8028024166323732,17.843962838423433,24.322648337473517,0.39943853,0.28596932,1.8889749914692058,0.9472037553787231,188
ID_129,chronos,zero_shot,LamaH-CE,0.8610082132762813,0.8195916461228915,21.446674323039712,10.280128164494291,-4.313357783229805,-0.001248482618522638,0.8302028511808576,81.05074206096012,145.89898104586243,0.24281079,0.14749205,8.373409230924661,6.914466857910156,188
ID_13,chronos,zero_shot,LamaH-CE,0.8644067807532807,0.8567479546229552,47.37494887230375,27.87514039303394,-4.2267286908796295,0.00014085465118193405,0.8722498791622662,148.82315506873556,269.69273311266664,0.2303584,0.1627461,21.96764490916047,17.25462532043457,188
ID_130,chronos,zero_shot,LamaH-CE,0.7812758540143752,0.7577889759618018,2.5271255355583935,0.9113029685426266,-8.869955349782055,-0.0012396574448976308,0.7820379407991034,9.355657858211694,16.713729341916586,0.44222403,0.36451897,0.7906823572128235,0.3580543100833893,188
ID_131,chronos,zero_shot,LamaH-CE,0.4426726868883878,0.5236968458024378,2.835275191639214,1.170267773435471,-12.683426746961647,-0.0030526082551665303,0.6380267139168121,11.371727190544517,14.980084632917745,0.51914406,0.3634508,1.0463265166275366,0.6755019426345825,188
ID_132,chronos,zero_shot,LamaH-CE,0.8768983506884169,0.8608414691202724,0.9582841616624062,0.4780832274638592,-7.303101780697668,-0.002660432248980091,0.8740951271784514,3.0384899892812984,1.976332651524035,0.5624448,0.5154831,0.4100246162630645,0.20667563378810883,188
ID_133,chronos,zero_shot,LamaH-CE,0.44449849822877274,0.5320036806813304,11.010073261941715,4.603698641695875,-15.227741838907404,-0.0017544934941011326,0.6472447753062252,43.33786942719804,56.78251852861758,0.6142584,0.47007015,4.229531422156285,3.2316412925720215,188
ID_134,chronos,zero_shot,LamaH-CE,0.7960510203216794,0.760698390041765,1.5008781415783778,0.6471045367578243,-12.200510572206825,-0.0043942140027428515,0.779729451392802,4.734356303432366,7.832230617350663,0.4863243,0.40020093,0.5687690069655555,0.24515584111213684,188
ID_135,chronos,zero_shot,LamaH-CE,0.7866368356382849,0.7524434441676681,37.331728052724685,17.85996960579081,-6.012368684256398,0.0018433732398974792,0.7708644663033325,142.24965279354228,271.28056972991004,0.27449086,0.17183447,14.563276039581195,10.325583457946777,188
ID_136,chronos,zero_shot,LamaH-CE,0.637673057418281,0.5912521575587922,8.129644177061012,3.4949172760577913,-13.84454604090636,-0.0008283371894085186,0.622779204170932,30.82446054164663,38.86046900066565,0.4296979,0.23744792,3.0127654192240323,1.4961239099502563,188
ID_137,chronos,zero_shot,LamaH-CE,0.6663662605928242,0.6419946772946874,62.565368008474536,27.52703831043649,-8.581874706101088,0.0003442219370562473,0.6746940339698231,240.7399446497953,449.9258039023199,0.31268248,0.18549411,23.19018813862379,13.52392292022705,188
ID_138,chronos,zero_shot,LamaH-CE,0.11179793483720946,0.18593999375941717,1.159579389372992,0.40007718991329694,-30.629656543276848,-0.006008819740994362,0.43729579036917643,4.589655757943258,8.341574945183375,0.99477726,0.7586407,0.35244630039770836,0.25121742486953735,188
ID_139,chronos,zero_shot,LamaH-CE,0.27756679076846547,0.39959760399087463,1.7915657304003774,0.7195868556625507,-32.37782766731966,-0.00816905481961875,0.5612181073001887,6.653049709720284,8.170186626947574,0.98228914,0.7024803,0.6827407966143622,0.3751712441444397,188
ID_14,chronos,zero_shot,LamaH-CE,0.020678171252458744,0.3042314933506022,3.890344750158113,1.5659784555752227,-25.16015538693774,-0.010583162724530002,0.6366866580717674,13.188356107232458,21.453985943148815,1.0085593,0.7779556,1.300761508777884,1.2199835777282715,188
ID_140,chronos,zero_shot,LamaH-CE,0.720903301590057,0.7374374153908851,1.000410577623908,0.2766598402819735,-5.655005815321375,-0.00047266179192403945,0.7691819488381345,3.9592803037853823,8.510887190375342,0.3240959,0.2618211,0.24015714843371969,0.14265131950378418,188
ID_141,chronos,zero_shot,LamaH-CE,0.3025625926883174,0.3250476619270418,2.8943009803956565,0.7393212898614558,-13.4879231614389,-0.002226285020434312,0.44800255307562975,12.184301800216929,25.1906561792082,0.42756966,0.24952096,0.6811747487411842,0.270537406206131,188
ID_142,chronos,zero_shot,LamaH-CE,0.8617881212167435,0.88598592507305,1.1783360883116483,0.5465254770948532,-4.868243587774745,0.0006283912811833013,0.9089584700566071,2.825461931956993,3.5765289912510423,0.3446855,0.2670946,0.45974356624719775,0.3080214560031891,188
ID_143,chronos,zero_shot,LamaH-CE,0.6290138852768561,0.6344315404290841,1.999403664019375,0.8027573424450895,-11.940707411396415,-0.000172308294072495,0.6844045111246077,7.391777295196301,13.603426231686445,0.49823537,0.33693883,0.7180665129471723,0.36552926898002625,188
ID_144,chronos,zero_shot,LamaH-CE,0.639890801684305,0.6675904591262944,1.0737000299216832,0.47663267479932053,-12.555793556528368,0.002251531918534753,0.7187808864258369,3.6103554062337953,5.856682981468558,0.490608,0.3229111,0.4218915771180949,0.1673547327518463,188
