basin_id,model,mode,dataset,NSE,KGE,RMSE,MAE,PBIAS,FDC_slope_error,FDC_KGE,tail_RMSE_95,tail_RMSE_99,RB_flashiness_obs,RB_flashiness_sim,n_predictions
01013500,ar1,zero_shot,CAMELS-US,0.9898761880224743,0.9925307865265046,153.90232442261322,83.43764609223295,0.5203185917446025,-0.00010696006934586902,0.9943303572555621,301.7423609514623,154.82169822136532,0.29892216094121776,0.2960759236250382,175
01022500,ar1,zero_shot,CAMELS-US,0.7632157581239642,0.8811521496318491,247.16208480954796,120.84504511250547,1.7404273947644617,-0.006699258366428793,0.9770636184072836,872.7213713602481,590.9652569671883,0.7173283261802575,0.6370790691439052,175
01030500,ar1,zero_shot,CAMELS-US,0.9725799614774772,0.9815407542508668,594.6636566919981,363.1128114521349,0.7968238388657661,-0.0006874170857607831,0.9876409688914326,560.8021423395212,291.483180635657,0.6204390016163562,0.6024897616600008,175
01031500,ar1,zero_shot,CAMELS-US,0.562382886094495,0.6512547774713953,490.6626629587711,254.79934183965204,-0.9904854633990748,-0.011865962645587293,0.7567592792171682,1766.2657878261432,2117.7064860980613,0.7956579489763203,0.5828117308458777,175
01047000,ar1,zero_shot,CAMELS-US,0.42643746573174846,0.5490696697609221,911.1058119437852,407.0986143518872,-2.0836451541231367,-0.011548401739562304,0.7052810968678793,3600.6805788942597,4926.550761157754,0.893124477712782,0.612025568171644,188
01052500,ar1,zero_shot,CAMELS-US,0.6515088640875174,0.6255322958789393,322.70446338621866,132.7642438635163,4.163512304969803,-0.006845966976809975,0.6682263758763376,1298.58595898339,2567.0434413623193,0.7892384105960265,0.626227586660917,188
01054200,ar1,zero_shot,CAMELS-US,0.26389315388079304,0.20483855197635592,284.50198432581226,132.72455426248027,4.37054021106514,-0.012745390653741733,0.3366475240086907,1155.7720476634245,2088.2787456482065,0.9771736819727891,0.3527355847224817,188
01055000,ar1,zero_shot,CAMELS-US,0.31402547150447235,0.29714576646448687,329.7337799726025,139.45112759887544,0.731949339133511,-0.011743915198490763,0.4373225090919284,1347.6231591871817,2479.9495589100115,0.9533019611375048,0.48816152124823986,188
01057000,ar1,zero_shot,CAMELS-US,0.48853479155003143,0.5335384264201631,132.78568656961133,65.23164490197912,1.6521350815738345,-0.006971474428795461,0.6410826167694537,524.0320431954678,718.4931674230795,0.8142944708357132,0.547803751796679,188
01073000,ar1,zero_shot,CAMELS-US,0.7752769770033078,0.8373395260151614,9.544261620244475,5.556242277727817,5.306515417511891,-0.0106447687157612,0.8879999310966963,32.866958909656184,44.825505235038925,0.7708097164699083,0.6470139669923936,176
01078000,ar1,zero_shot,CAMELS-US,0.7371659999098916,0.8241187098254404,83.86012235173494,47.41938654205194,3.5925860533611287,-0.005373015347226794,0.8933343510098435,260.07034664045324,291.1363469314004,0.7684573874770131,0.59455559538354,181
01118300,ar1,zero_shot,CAMELS-US,0.4659756807034694,0.6945486707193246,5.148038474693498,2.756238650376445,19.31091252946027,-0.009813136972659078,0.768268091567214,19.15751301125517,26.983689489380833,0.5136495431916407,0.451589748048694,110
01121000,ar1,zero_shot,CAMELS-US,-0.12381601893700389,0.2447176172380956,90.05733119611901,28.45626474220643,18.830264282994058,-0.01534670664956743,0.696685442036491,375.8253983062833,649.3834731144154,0.5717898035863741,0.44197643640854606,110
01123000,ar1,zero_shot,CAMELS-US,0.2058372018669663,0.305568970323569,71.62148428035934,25.107620534929048,6.209266382734381,-0.011742369690497944,0.5552456228025229,288.2983057715185,519.6890214913763,0.6737189899074034,0.4127989728411927,123
01134500,ar1,zero_shot,CAMELS-US,0.7102973919044127,0.6828241306493601,119.782377267716,58.11848700723019,3.48033645341072,-0.007966504417056182,0.7139122089503381,461.7682385069908,789.5798448859243,0.7894783978028375,0.5432181906052677,182
01137500,ar1,zero_shot,CAMELS-US,0.36175534430266654,0.3188031034159219,224.20506228113766,105.01412006399832,0.08304176321635749,-0.007239068882020602,0.4175902817361392,932.9913596290057,1434.6245245250789,0.7519459791282995,0.388231468912706,178
01139000,ar1,zero_shot,CAMELS-US,0.700838201506598,0.8306902750763847,87.98543290716505,47.35423984611569,8.169348981620377,-0.006558769989968065,0.9030226530805336,316.30769713879533,367.65330588293875,0.6140774947687423,0.4327733268900018,184
01139800,ar1,zero_shot,CAMELS-US,0.5622804956320097,0.6687317222494398,8.521732980965709,4.962779108666838,12.885064760194366,-0.007101916850376276,0.7657203132795265,23.63002706175238,46.079973219132555,0.45901639344262285,0.3813856935686727,182
01142500,ar1,zero_shot,CAMELS-US,0.6993814103802619,0.8076073534400041,32.94401934629329,17.806241194340398,12.383111050971292,-0.004149812081248039,0.8589117844988455,123.94011448187295,143.5553316272556,0.5498565134796491,0.45414029862671307,176
01144000,ar1,zero_shot,CAMELS-US,0.6338026677984863,0.6376905296534865,852.7019845834793,441.7050045175331,2.8301051360372886,-0.004849620803640896,0.6952299548838026,3250.0227166378927,3877.5921633783755,0.648277057992915,0.40167028350978656,177
01162500,ar1,zero_shot,CAMELS-US,0.845881360891765,0.9164363594710213,16.740317023991107,9.478711037914678,2.427954795164038,-0.0043729027888086275,0.9694764545326207,46.30031542914627,59.526933226431616,0.7304051328245456,0.6851667246692317,180
01169000,ar1,zero_shot,CAMELS-US,0.4879153228644114,0.5665815547136175,176.19535864508975,109.4843631145611,12.357057334749534,-0.011759320746937328,0.6793290976869639,596.270934500331,1033.9962285244799,0.7191077337909058,0.4413825128694106,184
01170100,ar1,zero_shot,CAMELS-US,0.49406969033121917,0.5765084360342827,72.420194999604,43.154240031960924,10.169166683979881,-0.008449775224141772,0.6903676455051491,235.15953628467176,423.0462688041661,0.6534783593927034,0.42791695465736834,184
01181000,ar1,zero_shot,CAMELS-US,0.3893851142568532,0.5102263937085274,179.42719129958846,103.83005893514745,12.208686195104974,-0.007944748679898424,0.6628426809995354,663.2981468653085,1060.312376234132,0.6948206258768288,0.35581728726965894,175
01187300,ar1,zero_shot,CAMELS-US,-0.0007749955043430123,-0.26710317192661126,222.15756082591858,41.1119976646616,-10.354187288955396,-0.01591690765299767,0.1072790231362768,946.8555027109504,1634.4150264431528,0.7880547224583407,0.3730593735313302,110
01195100,ar1,zero_shot,CAMELS-US,0.27504726215698583,0.22531455910172749,20.341692790442774,5.281662207539237,-0.1761087062286607,-0.01930354407706714,0.34226012998031585,83.96078453661642,155.12416171019515,0.922902661840388,0.4835161683692429,123
01333000,ar1,zero_shot,CAMELS-US,0.7558478447892022,0.7553899688131056,34.1992208247111,19.054112457156617,5.631795188902587,-0.004171317369012936,0.7895975475644428,114.46575990008907,200.0164585178054,0.5559902200488998,0.44122135387433103,178
01350000,ar1,zero_shot,CAMELS-US,0.4004649605132,0.4484811818983888,447.5204647456293,320.54085048452265,35.81367150879002,-0.01494529065414152,0.5208746298035215,1350.379334175051,1624.91535297219,0.8003065240865234,0.34978410812417315,123
01350080,ar1,zero_shot,CAMELS-US,0.19634671436086526,0.46203352406719456,44.4386183411879,25.49068062107346,37.82287945833447,-0.01044866164397038,0.4975262698279195,155.34331899512554,264.9225068077796,0.6891372951598798,0.4590035271513927,123
01350140,ar1,zero_shot,CAMELS-US,0.41229814512869,0.5054750298193169,19.85178797542078,12.118819000606571,42.731725891012154,-0.013656319525140265,0.5413793652593105,65.92683044846518,100.9506003094152,0.781651104924737,0.5268865643031416,123
01365000,ar1,zero_shot,CAMELS-US,0.7425989128293821,0.7263352424010754,58.11093217589399,42.755859483192744,15.58354733375004,-0.008197474515813373,0.7479846097161292,160.09030825890923,171.92458747124988,0.6673878835562549,0.43209125371652857,123
01411300,ar1,zero_shot,CAMELS-US,0.8590246173666998,0.854831273437449,8.495565625919523,5.142795088855058,-1.737579731615152,-0.00508779221635219,0.873233300197632,21.933119602162282,22.334474274727004,0.3450205533869909,0.2975103699826889,152
01413500,ar1,zero_shot,CAMELS-US,0.7669865207046043,0.6725836180382869,146.18348060057755,108.76670612348434,22.39772897022579,-0.009475808392177994,0.6839159279797488,356.7264710311091,127.209186376322,0.6711520687217963,0.4046236121002107,123
01414500,ar1,zero_shot,CAMELS-US,0.6535505070778165,0.6586622226347051,28.450166561817195,19.809179811818236,25.085057444689895,-0.007204198510654954,0.6927508217835829,84.5565425987586,131.75948399022892,0.6963166206709525,0.44230880168056513,123
01415000,ar1,zero_shot,CAMELS-US,0.7638491428622558,0.7378323856738871,21.582717191536943,16.502860750040455,22.058491380073228,-0.003917416813201922,0.7531106655594227,54.46527268554565,15.868306096293505,0.6323079350055213,0.44264358078940397,123
01423000,ar1,zero_shot,CAMELS-US,0.7771894882218706,0.8159535918794991,271.27539969850034,172.6341024498999,15.544613974756711,-0.006224629015825683,0.8361862974841154,867.7795105319922,1210.6929369021973,0.6697110035962847,0.5515087414694765,123
01434025,ar1,zero_shot,CAMELS-US,0.47604875311828776,0.4880787058193171,4.838375820824741,3.918693444640551,28.714778586793592,-0.0047940425749219235,0.5274417168810837,10.48039594236712,17.53103740205954,0.5543117351294944,0.2568659683392459,123
01435000,ar1,zero_shot,CAMELS-US,0.5614178149213072,0.4726476314154563,113.54799927033129,88.98217636453522,22.78762680878484,-0.011200397779005243,0.4948488236788984,300.05815732616685,492.42906847429373,0.6350958744915747,0.26811691980804686,123
01439500,ar1,zero_shot,CAMELS-US,0.8270085692200156,0.8889420384654216,104.13813270930346,58.44294912440833,5.030210281449588,-0.0040440548957479915,0.9288314985022829,345.1025996122703,674.2508845115466,0.6345162838246646,0.525748797269368,178
01440000,ar1,zero_shot,CAMELS-US,0.5773489788528301,0.7295005847882898,91.21633502670706,49.41497864176412,8.885198176714864,-0.009339321168646567,0.8384778956782453,347.5065302804829,520.8773306898629,0.6913483378071443,0.4874853864592981,188
01440400,ar1,zero_shot,CAMELS-US,0.7532090970189639,0.7568822368481333,79.45659317623978,42.75811968694575,8.086487866651657,-0.010676446090804426,0.7921612282663266,275.8877447537051,529.554837308113,0.6612971748212136,0.49620719612016967,187
01451800,ar1,zero_shot,CAMELS-US,0.5283172250274228,0.5781690322418682,75.3545873583108,35.27005561372777,9.038651970044587,-0.011437390803777314,0.6737109177153331,299.08565898710697,596.2654440737828,0.8512680557256405,0.5196116977820028,184
01466500,ar1,zero_shot,CAMELS-US,0.7846818258156261,0.7294535176837025,0.35799276886531717,0.22639431547867298,-0.24233421421085563,-0.0037099870410110987,0.7491333375573388,1.0648531315893837,2.075887233274821,0.17324324324324322,0.12334617323921852,167
01484100,ar1,zero_shot,CAMELS-US,0.23082148967727134,0.23539666881451282,4.238806257143913,1.3759355431925762,-3.534116438359537,-0.011572052849701203,0.43214860361530616,18.080724009460443,29.851163718117157,0.5803025733017955,0.2626779562649433,175
01485500,ar1,zero_shot,CAMELS-US,0.7162924711749432,0.8215765599080511,49.67372299936606,16.770371389342877,0.5461966452762151,-0.009678774985035776,0.9050423661347844,207.53566241181514,340.31357408278336,0.9608434906819182,0.807541216707062,188
01486000,ar1,zero_shot,CAMELS-US,0.7138023095509529,0.7611903533695289,2.8493897956703242,1.2271271487186812,1.377984701926464,-0.005961531461071718,0.8179091567299939,10.596301655260055,19.918719019351325,0.6877771674325753,0.5271769553758632,184
01487000,ar1,zero_shot,CAMELS-US,0.7564872041126995,0.8686659033834911,29.402725311769615,14.84854425290473,-0.6972418209307645,-0.008428942044776719,0.91554630194493,112.42100420892059,155.6942177927269,0.2694805194805195,0.24102973648241405,184
01491000,ar1,zero_shot,CAMELS-US,0.22275971949354056,0.21844621659727326,297.0892257261686,86.9736003495114,-8.548971146089174,-0.01889896093896861,0.4132763320531305,1284.6933247836596,2635.9480121538013,0.7729743484405802,0.4268251053907395,175
01510000,ar1,zero_shot,CAMELS-US,0.4959648850478705,0.5030584714220079,242.3533603531797,101.33615353326174,9.606368906989177,-0.005197884422554104,0.5763795451122774,960.006691406102,1909.3465385357108,0.7118922397532343,0.48467743597987145,162
01516500,ar1,zero_shot,CAMELS-US,0.3305451751592302,0.484046577548521,10.028532748396119,6.7370999154630065,44.11715737618682,-0.0310792725402275,0.5525528339583279,31.463478250064465,37.81042576302547,0.742751352229728,0.46533982330830104,184
