dataset,basin_id,n,ac1,nse_tfm,nse_pers,err_wet,err_dry,gain_lin,gain_gbt,gain_gbt_pers,gain_lin_shuf,gain_gbt_shuf,rho_absres_P,wet_dry
CAMELS-US,05408000,1222,0.6509724204393785,0.49592423,0.38520515,0.31503257155418396,0.06613048911094666,0.44175005580885685,0.37885210732741437,0.3460001905978949,0.012994649734655805,0.003329214366440958,0.3364287658107682,4.763802230853851
CAMELS-US,05412500,1314,0.8654791186634928,0.7251447,0.70566857,0.4429212510585785,0.08693474531173706,0.21083371167930998,0.1692235819116893,0.10369483285632775,0.01635673854673425,0.027103746245745075,0.26832747794186296,5.094870290012567
CAMELS-US,05413500,1222,0.6088959549609532,0.26500177,0.08087045,0.4156801402568817,0.06854958087205887,0.09214221280710588,0.07916945566652256,0.06599444289540446,0.003289841192156029,0.004032192683940505,0.3382037179916445,6.063934089293825
CAMELS-US,05414000,1222,0.6221830073617374,0.36554515,0.25509542,0.364983469247818,0.06836127489805222,0.07011819591944979,0.04597590217657577,0.04477859225881209,0.005297161025200503,0.0034355247493784713,0.32418078373081516,5.339038363344176
CAMELS-US,05444000,1314,0.6432174369928796,0.36561465,0.18322581,0.5001004338264465,0.09066575020551682,0.27660943510234737,0.12891512456750587,0.09978175198058492,0.006961900659701925,-0.038842791625854245,0.26795613686646086,5.515869362938514
CAMELS-US,05454000,1298,0.47756511225489245,0.20732665,-0.03261721,1.8078352212905884,0.12873205542564392,0.11789647956422955,0.08225932606883957,0.056073196793793856,0.005780416511863895,0.0017672187456010402,0.2783542478383547,14.043395914973177
CAMELS-US,05458000,1314,0.7526379075835592,0.5393137,0.39205503,0.6701652407646179,0.13871127367019653,0.07933137551863911,0.10136175112764567,0.05113555819143001,0.006948548807909183,0.013183859233434903,0.26367841108601325,4.83136823008359
CAMELS-US,05466500,1285,0.9152083426156281,0.75461686,0.81423616,0.5640702247619629,0.17216543853282928,0.15944002181716244,0.13754143077347836,0.0784521826175325,0.012705788462631706,-0.004049053654284318,0.17727993424509106,3.2763267097559967
CAMELS-US,05487980,1242,0.6670915944652986,0.3015318,0.25323778,2.056918144226074,0.19505323469638824,0.5478317909547921,0.2962510467672801,0.37838862861231115,0.01067041595835283,-0.013262883120799485,0.2650815147081585,10.545419292470527
CAMELS-US,05488200,1276,0.6521199862682807,0.2499187,0.098775566,2.3110716342926025,0.18110255897045135,0.5869822268560001,0.26896382419165243,0.26947321128946145,0.017181346895613125,-0.06116126039744563,0.26530496900613504,12.76112081149376
CAMELS-US,05489000,1276,0.5875190395963777,0.20334345,0.027512074,2.448009729385376,0.17529761791229248,0.5575819393747568,0.21233757665702913,0.20711048782276786,-0.001590128038639671,-0.010815835050769884,0.2754559463203069,13.964877324289716
CAMELS-US,05495000,1314,0.7701695016959476,0.4656729,0.5249992,1.7450976371765137,0.2571795880794525,0.1433905665093157,0.052534647821103286,0.2589240587036612,0.01910965493747807,-0.16022229140229594,0.19096668289457844,6.785521550168231
CAMELS-US,05495500,1283,0.610382088518662,0.28898817,0.22951275,2.3218283653259277,0.18884848058223724,0.5672048752586083,0.07038158427769314,0.20155192005058276,0.005651405445197488,-0.019776000307184516,0.25110862169229536,12.294662674370041
CAMELS-US,05501000,1314,0.5432464600604545,0.2944144,0.14157027,1.9359396696090698,0.17934054136276245,0.23192146464149954,0.18611624296870444,0.13534337269275043,0.001384197335427384,0.002204160125010346,0.25219577530116644,10.794768739395813
CAMELS-US,05503800,1314,0.5033669791499688,0.2025981,-0.030584812,2.5446064472198486,0.20639312267303467,0.1463926002397392,0.12154524589627103,0.06711910403582255,0.005353575790872145,-0.00325264469944897,0.21609179968680542,12.32893041330152
CAMELS-US,05507600,1314,0.3754682999009857,0.13231021,-0.20083797,2.899669885635376,0.23931163549423218,0.20490184249210663,0.15032721941200988,0.12776471285990565,0.013955767165072519,0.001824570671042025,0.19889256200080532,12.116710830407003
CAMELS-US,05508805,1314,0.41247992530955513,0.21233511,0.0307737,2.3220431804656982,0.20810365676879883,0.18140458268546467,0.22639901441242583,0.14088858650875602,0.003720576373215323,-0.018325451045699825,0.1982088901501725,11.158108495159535
CAMELS-US,05514500,1314,0.5750076221196119,0.27423167,0.17964554,1.9579962491989136,0.17930595576763153,0.2745335611795334,0.25106300356486433,0.19428041514793692,0.014165609695754644,0.007319385266740586,0.22930736085215483,10.919861757053654
CAMELS-US,05525500,1264,0.8705501903857119,0.65434307,0.683226,0.7314772605895996,0.17438282072544098,0.17144873227751023,0.16885606741363246,0.14018474017466664,0.026717058972242858,0.010888547881636845,0.20431963625220864,4.194663542811263
CAMELS-US,05556500,1304,0.6884784871452477,0.3976308,0.30887353,0.994373083114624,0.17766866087913513,0.1523353899957577,0.13744598743038294,0.09404852125469942,0.006313104888731824,-0.002250276355396874,0.20920913905145172,5.596783800780029
CAMELS-US,05584500,1243,0.857771128601032,0.59299934,0.661198,1.0319000482559204,0.26018640398979187,0.4466167653390155,0.13908666667303982,0.13789334979284928,0.014379080462061489,0.015867478892276465,0.23107926768021678,3.9660029595412905
CAMELS-US,05585000,1314,0.943615128374666,0.8033283,0.8814763,0.5536454319953918,0.22683849930763245,0.15036921620651245,0.054446729458479504,0.11710435170097222,0.016644870037251014,-0.0021546979385462794,0.19459777722333352,2.440703115587766
CAMELS-US,05591550,1314,0.6392691628949094,0.39977288,0.3116191,1.238952398300171,0.12757666409015656,0.17014466254938043,0.14268151687052688,0.11334688003298687,0.009847356645978245,-0.011600669018647869,0.26626169656654614,9.711434353108821
CAMELS-US,05592050,1232,0.6077792743962538,0.39013886,0.3673076,1.4575040340423584,0.23503684997558594,0.10990681399431612,0.11394320836861538,0.10790021045159948,0.01076060711668303,0.0033096118816082765,0.25474130413434287,6.201172429743481
CAMELS-US,05592575,1314,0.41728436048647816,0.092930734,-0.25128222,2.4426429271698,0.23625344038009644,0.42713648717303576,0.36386494390556745,0.2756045531328314,0.013185429837775597,-0.060229067077473,0.31070095668435477,10.339078758979987
CAMELS-US,05593575,1314,0.5102367324356291,0.15312177,-0.12059927,2.4578769207000732,0.21063150465488434,0.6573446882960498,0.5142926648722768,0.4529554827160076,0.020055516236960558,0.0011977129079941973,0.2799372976198895,11.669084948746187
CAMELS-US,05593900,1314,0.49097572078092516,0.20102906,0.09191644,2.08836030960083,0.30030396580696106,0.24613409896398675,0.14108127875687204,-0.05101924067380548,0.006060479590397239,-0.11121325551877037,0.2519722763521727,6.9541549476015
CAMELS-US,05595730,1314,0.5283868998169508,0.16505927,-0.08775604,2.3927969932556152,0.21677963435649872,0.5968681038228327,0.43131936176768604,0.4368796356562441,0.026737972776827545,0.03932840259610093,0.2675855922860825,11.037923374852685
CAMELS-US,06037500,1270,0.9754845500920061,0.9498719,0.9556646,0.06071372702717781,0.03232748806476593,0.08162570753087361,-0.046180189203951505,-0.05550128475621885,0.017998886793368585,-0.26424691784858156,0.2316245726535466,1.8780836576458393
CAMELS-US,06043500,1235,0.9899368543123773,0.9702659,0.9810474,0.09609372168779373,0.07070107012987137,-0.15672060627889062,-0.4937974622373589,-0.43194723744359687,-0.08022545338475306,-0.6900719344285364,0.04233116816426683,1.3591551232715204
CAMELS-US,06154410,1314,0.8754494022566357,0.6300596,0.7459978,1.0193120241165161,0.09144631028175354,0.4905315079487689,0.3997365088398732,0.2703437302706999,0.007630225262467483,-0.0405217864844476,0.17391781911384868,11.146562622110533
CAMELS-US,06188000,1222,0.9780634305168939,0.94762784,0.9638227,0.1398847997188568,0.17545416951179504,-0.00029655031163722256,-0.17637184015547347,-0.2806196236169465,0.04054648134023864,-0.07004902400955992,-0.06975111757677034,0.7972725875257866
CAMELS-US,06191500,1222,0.9908745040610264,0.97330904,0.984634,0.07008906453847885,0.0944104865193367,-0.22445684601017368,-0.46930539036982766,-0.3448140034157503,-0.1152057893683871,-0.5113661296576812,-0.0458312377105627,0.7423864352623959
CAMELS-US,06221400,1248,0.9796774985361844,0.95138127,0.9611139,0.12554265558719635,0.12880317866802216,-0.05313442600729057,-0.2580812702138173,-0.19216195537803404,-0.004498671413841304,-0.1854794844109764,-0.04189044304003836,0.9746860045338672
CAMELS-US,06224000,1229,0.9774558071433953,0.9572247,0.9679529,0.10561615973711014,0.12197905033826828,-0.09422560615305198,-0.4559933453005065,-0.3971117860619402,-0.07881855297399909,-0.21946922503738242,-0.04694057631581757,0.8658549106934256
CAMELS-US,06278300,1238,0.9425063465213519,0.86704963,0.9004644,0.3092789649963379,0.22143670916557312,0.07765070408993924,-0.5288057950766623,-0.5316383829834654,0.0015690655435249834,-0.07134919157162334,0.022843354751598446,1.396692382946692
CAMELS-US,06280300,1272,0.9821166397135108,0.95072716,0.9656544,0.10016874223947525,0.14588503539562225,0.028997751138232775,-0.11417435758031758,-0.1473806843885539,0.024037785406992862,-0.18415965622270614,-0.1180499769294808,0.6866279462306052
CAMELS-US,06289000,1293,0.989499605060223,0.98156,0.98515815,0.07996582239866257,0.07627755403518677,-0.03845278762430082,-0.421694432883734,-0.2061440700400623,0.014323889352188424,-0.11629758465337536,0.04444394063381069,1.0483532594893434
CAMELS-US,06291500,1314,0.976846669988042,0.9523484,0.95253,0.16552522778511047,0.0981866717338562,-0.3834339664892785,-0.6709695293108804,-0.6182241185447865,-0.011074771637719971,-0.21732514495577449,0.11424361837486231,1.6858217603483034
CAMELS-US,06311000,1259,0.9718482074197351,0.93387145,0.9650973,0.2231837958097458,0.16372394561767578,-0.11385982485726753,-0.6381630714929425,-0.45622721174622094,0.0520333839004361,-0.05850973216465971,0.05629639766979783,1.3631713734221824
CAMELS-US,06332515,1230,0.7200375482505537,0.4149524,0.35602748,1.4493917226791382,0.307298481464386,0.285738236971504,0.2358538961074934,0.10473954117942719,0.01430632091581796,-0.03967444115316976,0.12392298202917873,4.716559990053559
CAMELS-US,06339100,1231,0.7592640834987497,0.34751588,0.357014,1.1565678119659424,0.41538602113723755,0.09800853359843409,0.0976177790438233,0.0834699193989733,-0.0047782162939484785,-0.015478496279920373,0.14873408504588004,2.7843204949446987
CAMELS-US,06339500,1222,0.8733177182822371,0.5641054,0.67026746,0.8093034029006958,0.31374284625053406,0.11053368567201305,0.08197681090663467,0.06803731740967633,0.002620608074486719,-0.002708448217689341,0.15354935964402244,2.5795118918964617
CAMELS-US,06344600,1230,0.740919657667259,0.26558572,0.09736341,1.6592485904693604,0.36532139778137207,0.1778933738223636,0.057441964688105585,0.01740871974077196,0.0025626360990183006,-0.02188722176328728,0.1474891367601112,4.541887227373262
CAMELS-US,06350000,1271,0.8431935142715593,0.48121965,0.57950485,0.7340173721313477,0.36182576417922974,0.02678680160210012,0.029975207518397995,0.015535419182638677,0.0038364902450753746,0.0024731362832277615,0.17993833683368152,2.0286487165898817
CAMELS-US,06352000,1271,0.8928887296633845,0.64856017,0.77130014,0.33093613386154175,0.32772961258888245,0.021007265221241966,0.027155965369586754,0.010040890672054492,0.006840591203579605,0.004414883341884557,0.11643241016841195,1.009784044985528
CAMELS-US,06353000,1258,0.9536740822115681,0.83230084,0.8563259,0.4186500906944275,0.1856827288866043,0.05136241086211846,0.06518203616982132,0.0027863034408150966,0.00790156741430259,0.006132566667797712,0.16451550047280064,2.254652832844219
CAMELS-US,06354000,1257,0.951866067680894,0.763777,0.8321736,0.4258797764778137,0.1980971246957779,0.030887417495321534,0.038935880131101164,-0.03860865881204911,0.01031086108912005,-0.002516471120584951,0.17531785739917066,2.1498533970740192
CAMELS-US,06360500,1235,0.8994741212322598,0.6512561,0.7541815,0.793911337852478,0.317377507686615,0.0460364763244846,0.026350331423465434,0.0017157778887884056,0.00777138740495531,-0.0048150810979836756,0.18330321997747032,2.5014732254952428
CAMELS-US,06404000,1222,0.8104591285317387,0.54902303,0.47714376,0.7476176023483276,0.08410140126943588,-0.19862082776190326,-0.1849243109349028,-0.15792811329543488,-0.029164517417597846,-0.1183019932281082,0.2591563128021935,8.889478546893448
CAMELS-US,06406000,1222,0.8254507656883101,0.6206455,0.57740873,0.36949604749679565,0.0630505308508873,-1.3966098765864068,-0.41928300531775364,-1.1550557600265159,-0.003921498240814447,-0.2580631213349005,0.17324394659825357,5.860316202105312
CAMELS-US,06408700,1230,0.9913190036632655,0.9844331,0.98621,0.012275471352040768,0.009431764483451843,-0.2554222260730519,-0.41354250530938175,-0.09729998958032215,-0.11421924224964686,-0.20215819176782768,0.10263706384807568,1.3015031676817468
CAMELS-US,06409000,1252,0.8858886258320587,0.9308438,0.927705,0.088407002389431,0.04262615740299225,-0.10671523694736962,-0.1597371163561656,-0.175630908127002,-0.04672390500266288,-0.10192970784883348,0.18287908150965818,2.074008256330069
CAMELS-US,06431500,1223,0.8268447547527017,0.64124846,0.597842,0.12662383913993835,0.0329127237200737,0.030391385358163214,0.012666437741626901,0.012951597108655344,-0.00017180096707880566,-0.0005791681358997547,0.14048305232709354,3.8472610233321283
CAMELS-US,06440200,1277,0.6987900358428107,0.42417753,0.33358532,1.479989767074585,0.5182725191116333,0.1476201139126163,0.15804082288894994,0.13861958279988318,0.0019002785424524493,-0.0059176642632474685,0.08168458051049401,2.8556207641713733
CAMELS-US,06441500,1292,0.8649008524350326,0.48253673,0.4963392,1.660966157913208,0.20245897769927979,-3.6335213203063343,-1.1218428369767013,-1.4318587829155458,-0.017367261216810315,-0.8600186810079873,0.16198172261028113,8.203963967358888
CAMELS-US,06447000,1222,0.7553454029639577,0.48304147,0.457003,1.3415945768356323,0.24424442648887634,0.31665320158571497,0.24594891624525173,0.19262335173664213,0.016790440606592738,-0.021414822357997743,0.24871365723098635,5.492835992704762
CAMELS-US,06447500,1223,0.9356686172785348,0.89043593,0.9001391,0.18334220349788666,0.09495797753334045,-0.02868167674042965,0.006329094615068143,-0.024136929684962283,0.003768393857461416,-0.07361404992903409,0.1511089470208752,1.930771992627095
CAMELS-US,06450500,1250,0.7809687304464444,0.52972186,0.501338,0.39063042402267456,0.07789787650108337,-6.608922551457315,-2.0832333848429783,-2.3089794397904155,-0.04013173740305431,-1.8027277380014826,0.20736686672061305,5.0146479155595705
CAMELS-US,06452000,1247,0.8825769702188544,0.61300576,0.6809642,0.558601975440979,0.21946538984775543,-0.36865711485093877,-0.1985756743796243,-0.4469228211159757,0.03648695869342544,-0.07984769479103426,0.16995391464095508,2.545285048492087
CAMELS-US,06453600,1230,0.860802631965114,0.6627646,0.6936627,0.6085458993911743,0.17058065533638,-22.531441235753665,-19.814855403451944,-20.597977494604155,-1.4099936879924821,-2.640133453527738,0.21425276508275456,3.5674965498938893
CAMELS-US,06464500,1248,0.9644743098158575,0.8774336,0.9121457,0.25927868485450745,0.07813570648431778,0.11740717371789267,-0.21556848574116372,-0.06452845622763737,0.015456691438917258,-0.13208680782778526,0.2659399902231628,3.3183124146518845
CAMELS-US,06468170,1257,0.9630510400067646,0.912098,0.9611928,0.3245871663093567,0.1425868719816208,-0.01558806020449377,-0.007489498174798825,-0.0523124372673478,0.01075610959186557,-0.015063448235449917,0.13504375233801363,2.2764169085018953
CAMELS-US,06468250,1257,0.9770959414269346,0.94841576,0.97880006,0.18865275382995605,0.12097485363483429,-0.013365352196791358,-0.025153911318384514,-0.026743830473950236,0.005042934933999321,-0.0032147965295736824,0.15533649516102646,1.55943775224072
CAMELS-US,06470800,1258,0.9686467724303804,0.805429,0.8676313,0.7090722918510437,0.15696215629577637,-0.3943849104910211,-0.5787674549304425,-0.4084034407657915,0.001249308509364,-0.09679988511341286,0.16722563339668145,4.517472928410093
CAMELS-US,06477500,1231,0.8736778875891316,0.6267948,0.774193,0.659908652305603,0.3650825321674347,-80.44607065250506,-104.53112589852581,-54.63341619133002,-9.947436888995115,-15.677721582108543,0.05952329124166022,1.8075601930002905
CAMELS-US,06479215,1228,0.9598571116496936,0.7395643,0.84619606,0.46403199434280396,0.22542037069797516,0.07457831547269311,0.06648956870473766,0.07014904541210332,0.011776935771697583,-0.0003426586431605205,0.1716397859557978,2.058518460004343
CAMELS-US,06479438,1228,0.9253174740353768,0.72674626,0.7453089,0.43753013014793396,0.2043352872133255,0.06179351978728642,0.027227417934957754,-0.0191385745491075,0.0032183341933006426,-0.03738616351162949,0.15035406894520081,2.1412362794251667
CAMELS-US,06601000,1257,0.2993919989459564,0.103640914,-0.53194296,0.8500493764877319,0.08369888365268707,0.17704279262344524,0.13618588225668227,0.08288229901943212,0.0009758827659197555,0.0034957492090710307,0.3081421132802771,10.15604198516024
CAMELS-US,06614800,1314,0.9751794078947158,0.94112194,0.9502441,0.1448112279176712,0.14508603513240814,-0.28718021691853446,-2.144102356569144,-5.329785970340641,0.045151473312640356,-0.17971096327040637,-0.10219919225441573,0.9981059016845685
CAMELS-US,06622700,1222,0.9840895285580876,0.95446366,0.96641654,0.1466636061668396,0.1878107190132141,-0.10694587352271423,-0.4883422836994502,-0.6238055110245877,0.010851449589374229,-0.07369300729790074,-0.15683743967792776,0.7809117974598699
CAMELS-US,06623800,1222,0.9915448196437443,0.9762924,0.9845384,0.08662126213312149,0.13373598456382751,-0.027229043667009067,-0.2813537873220533,-0.3799848543321658,0.03653572842664743,-0.06674260722097869,-0.2148637620549352,0.6477034764848961
CAMELS-US,06632400,1222,0.9858324666379474,0.96050453,0.9778963,0.12802961468696594,0.17220176756381989,-0.0038186508186812684,-0.7001505158745454,-0.5015755080997493,0.05218253229936898,-0.06600293769441312,-0.19255206772490205,0.7434860657833652
CAMELS-US,06746095,1228,0.9913188817290288,0.9752789,0.98308617,0.0943060964345932,0.13294807076454163,0.007246052856811791,-0.07436334909669373,-0.3874841067463337,0.027647762770275475,0.0037564828466730704,-0.08372108752394601,0.7093453548612564
CAMELS-US,06775500,1314,0.8758530882006242,0.7311523,0.74360514,0.05447666719555855,0.029375387355685234,0.18266921400738934,0.08545405290915276,-0.033902906800106214,-0.016474128454456283,-0.10279675889711304,0.17167532382698042,1.8545003861886191
CAMELS-US,06784000,1284,0.8825859204655122,0.72447467,0.73337984,0.2406981885433197,0.07548195123672485,0.10869903389593638,0.15466860177774844,0.1073412035401029,-0.002303641027359804,-0.04097023284300838,0.21934888704955635,3.1888177849092334
CAMELS-US,06803510,1242,0.20495337330695967,0.022777855,-0.6573951,2.374351978302002,0.13158297538757324,0.20546876047532903,0.10339917154545541,0.08061860463807635,0.002491511881157593,0.0028422308694975307,0.2737624574152837,18.04452263910607
CAMELS-US,06803530,1285,0.29950881649617317,0.04453647,-0.5477977,2.272850513458252,0.11588682234287262,0.21383799606489462,0.14051423231170224,0.12479861398763059,0.00281118590645546,0.0063151966338830245,0.2798232018336312,19.61267439652114
CAMELS-US,06814000,1314,0.5236607983322222,0.23027444,0.15728074,2.8449454307556152,0.15873779356479645,0.1043237865759189,0.08610040260033192,0.06113170165233239,0.0038550875826307562,0.003107258477260233,0.2938370388392798,17.922294161121208
CAMELS-US,06846500,1314,0.3234849070811548,0.0779348,-0.43032444,3.653561592102051,0.19808100163936615,-1.1454554322159214,-1.486942710076229,-1.5191802217762533,-0.23705956852359455,-2.17975318876193,0.11772453610754817,18.444785526447735
CAMELS-US,06847900,1314,0.5029147090204636,0.25054806,-0.02334869,0.8285229802131653,0.12401504069566727,-10.132115610839222,-26.416398000699054,-17.97645522641662,-0.5029369031099391,-5.214183401896623,0.07577454306497103,6.680826580111033
CAMELS-US,06853800,1314,0.5458907088171708,0.2442556,0.07664472,1.4840610027313232,0.4050724506378174,-9.267923986920064,-4.8656622330039125,-4.212178916110667,-0.017726152858878352,-4.062239553947149,0.17899363186644332,3.663692755196154
CAMELS-US,06876700,1314,0.9268750701826414,0.8694301,0.8793806,0.44505563378334045,0.33245962858200073,-1.1614085458900951,-1.434849350901155,-1.516720098248562,-0.14852069742792628,-0.7869960675058889,0.10101039987869913,1.3386757233700273
CAMELS-US,06878000,1314,0.6142627778405517,0.22337592,0.24328882,1.8223971128463745,0.3138417601585388,0.43193144911569714,-0.23997655743961888,-0.0932386156371352,-0.03576084080709041,-0.1262246266859428,0.09096020449437162,5.806738758812024
CAMELS-US,06879650,1314,0.41021162525137117,0.1339255,-0.3566817,1.816377878189087,0.21551257371902466,0.0603317040211937,0.025858261379138492,0.005064996758585849,-0.000333197106901828,-0.11768695384728733,0.08083326525720529,8.428175891756537
CAMELS-US,06885500,1314,0.6225809746070736,0.27262414,0.2741537,2.355830669403076,0.14916758239269257,0.3052669581229436,0.2363061592771194,0.20538927987265343,0.003373484266953053,-0.005220759332808855,0.3053756948807891,15.793181277157199
CAMELS-US,06888500,1314,0.45112320098126063,0.1434595,-0.36516178,1.556180477142334,0.16539399325847626,0.11901905895175124,0.13699514136769153,0.11512904604490759,0.0036539693426507203,-0.010024296155041634,0.3089658400301296,9.408929831631484
CAMELS-US,06889200,1314,0.43645162258604997,0.14050508,-0.43904364,2.3260340690612793,0.22293587028980255,-0.31289874039760646,-0.27254552897338,-0.8833439851465199,0.011872889052100932,-0.2630132661207243,0.22123089525338052,10.433646528203747
CAMELS-US,06889500,1314,0.4096576582504576,0.13405406,-0.37734044,2.0738649368286133,0.2307383269071579,-1.517427257964469,-1.2921413434335034,-2.504270686654363,-0.012177796590121304,-0.3658041325170187,0.20026287188229552,8.987951696742057
CAMELS-US,06892000,1314,0.7688509294544118,0.4219913,0.37830836,1.5289710760116577,0.33644863963127136,0.3703000192157684,0.3442322722127529,0.14856683229436496,0.025230635702733317,-0.029240068544088116,0.2307754039186392,4.544441248706856
CAMELS-US,06903400,1222,0.7782575238461061,0.4367528,0.47448307,1.7294459342956543,0.25466853380203247,0.3627999589859653,0.266366281919417,0.17939176084215958,0.001640729250427242,-0.012720827122166156,0.23870422379481046,6.790968277376763
CAMELS-US,06906800,1285,0.538822320078979,0.2710256,0.13079357,2.350555419921875,0.18092986941337585,0.40701345474230577,0.40299609515625034,0.3486621234588928,0.012432220507238023,0.01513202351921239,0.22644087980746896,12.991527753504819
CAMELS-US,06910800,1314,0.3955453729616235,0.2204392,-0.1982553,2.2242608070373535,0.22810320556163788,0.08390162306078464,0.11048002176313487,0.047558742533107545,0.005213713801901498,0.004469763769232582,0.18701949263354392,9.751115954555559
CAMELS-US,06911900,1259,0.3032136781987832,0.09886134,-0.4679773,2.75514817237854,0.23190905153751373,0.12134190472182294,0.15396940346343058,0.0950254367365364,0.008673202363612242,-0.005491594096530106,0.1806279832271045,11.880295978584803
CAMELS-US,06917000,1314,0.6773383577048689,0.4242705,0.36349785,2.2068779468536377,0.1986255794763565,0.25947705325616255,0.34138413479360286,0.23371618840459096,0.02066101402805598,-0.013521144648179773,0.24605117067310284,11.110743906558795
CAMELS-US,06918460,1314,0.710591253923576,0.49319726,0.3748839,0.8058261275291443,0.0819198489189148,0.09708473125379102,0.056287373266690754,0.03353439568377592,0.003967004332210311,0.0014848651461150109,0.2503661896122096,9.836762862279693
CAMELS-US,06919500,1261,0.7662847914066778,0.46444845,0.548401,1.7803682088851929,0.23437181115150452,0.43264424601699736,0.44568142946845746,0.3590578162568039,0.014591354057078343,-0.01427111087530486,0.15220636770922308,7.596341045187866
CAMELS-US,06921070,1314,0.5989713272682771,0.3470648,0.14126801,1.2848355770111084,0.15754230320453644,0.24115095360011307,0.1607488344455923,0.1498469907194091,0.014669471419791691,-0.013170764434006887,0.21735005223119788,8.155495704179291
CAMELS-US,06921200,1314,0.4249099772448828,0.17899972,-0.24379551,2.031491279602051,0.15238355100154877,0.29500436622051496,0.23624902400463954,0.14782273683359404,0.011206737589449456,-0.0060250777198664895,0.26839828942466126,13.331434175473463
CAMELS-US,06934000,1314,0.9007715617541002,0.71769977,0.77006656,0.4602237343788147,0.15103782713413239,0.1788479611112388,0.10470959749955577,-0.008461824205185264,0.006514271655985837,-0.006044830747677699,0.14905911938565392,3.0470759750145446
CAMELS-US,07014500,1314,0.8183922246720984,0.5370755,0.4629528,0.5302828550338745,0.11907391995191574,0.3752980842536193,0.24419611680860387,0.24678684174735255,0.010048538399512696,-0.04095987481248975,0.2038154395967828,4.453392105072316
CAMELS-US,07056000,1244,0.7422220545406658,0.44938236,0.4911216,0.9929550886154175,0.15684886276721954,0.38719805642683813,0.06980611000126435,-0.005387555108189668,0.04128550679176801,-0.11481291978828412,0.17961281062941648,6.330648951462714
CAMELS-US,07057500,1314,0.765598421881745,0.6513289,0.68360436,0.3432740569114685,0.05511222779750824,0.33124009059900195,0.47513138644653496,0.34489588799751214,0.01078612391780387,-0.06537432947984367,0.21149025381628428,6.228636921967955
CAMELS-US,07060710,1236,0.3429122853203724,0.058328032,-0.608511,1.7034902572631836,0.17846670746803284,0.018704677410825044,0.05122284439084501,-0.7220028319511684,0.0004647122135178483,-0.18057097431243863,0.2772880240075013,9.545143076998352
CAMELS-US,07066000,1314,0.8195392979500586,0.48620868,0.45887786,0.5085867047309875,0.09749177098274231,0.37744501081553083,0.33824810716631815,0.23312660769459448,0.015313278133461727,0.00725880209994112,0.19199354570015903,5.2167141862774855
CAMELS-US,07067000,1314,0.9009242423085619,0.6368339,0.66604173,0.3024786412715912,0.0831243023276329,0.2229670611212372,0.1821284364604293,0.17191635896055335,0.014215557545158797,0.015547665676807876,0.23344226969426596,3.63887133848507
CAMELS-US,07068000,1314,0.9125704369290473,0.6336945,0.63991416,0.20937660336494446,0.08638837933540344,0.233107390853326,0.19597053532799646,0.13386408820695872,0.014045070447700758,0.006195446385271031,0.1589222635737428,2.4236662960424162
CAMELS-US,07071500,1314,0.8242243900993826,0.694011,0.64859176,0.1787051409482956,0.04895109310746193,0.1967820464742912,0.17948310665206535,0.0952465873806776,0.010064251492954424,-0.012087398562350193,0.19652248140243567,3.650687443403678
CAMELS-US,07083000,1229,0.9884346439352004,0.966019,0.98255235,0.08960697054862976,0.12911570072174072,-0.002706578987289765,-0.2477348794385661,-0.3897791856850277,0.05648659444846149,0.027119770293740353,-0.09054876267331538,0.6940052220430043
CAMELS-US,07142300,1314,0.8281106119117023,0.6705383,0.6638707,0.6406601667404175,0.31057149171829224,0.031946024924685124,-0.01578655891739489,-0.004270473108062056,0.0070701905396945985,-0.0009619894527170825,0.04197863700389565,2.062842803748183
CAMELS-US,07145700,1314,0.4894007586114374,0.2549765,0.10276115,3.1471800804138184,0.20572133362293243,0.2186482741142075,0.27811681736533256,-0.0611756517931501,0.004343901255409066,-0.051051044918107635,0.28174773389072194,15.29826792870349
CAMELS-US,07148400,1314,0.6172738320478934,0.3019504,0.1265164,1.583254337310791,0.17355231940746307,0.36672442456431564,0.1664176651677265,0.06361991284737234,0.011026657091943726,-0.015389063977054418,0.22031889323068177,9.122634273723847
CAMELS-US,07149000,1278,0.8001848863932209,0.6268003,0.6173522,0.4407941401004791,0.12392191588878632,-3.9237613970747445,-2.6374328841358134,-3.987650696604108,-0.012566288532722236,-0.11486182436281456,0.07731225602552,3.5570313526791315
CAMELS-US,07151500,1257,0.4211008538519785,0.4547208,0.45047414,1.1647895574569702,0.11949906498193741,0.25414031457411745,0.05546000103160664,-0.11220524096230022,0.004121410920123303,-0.05520907835374489,0.25230560424339216,9.74726921614852
CAMELS-US,07167500,1314,0.43583569379290815,0.19454384,-0.1903683,2.4295599460601807,0.18500691652297974,0.17292956119072844,0.20854023057044513,0.15345157406705734,0.0037989314325291845,-0.003527982831218468,0.18666381102470356,13.132265494292504
CAMELS-US,07180500,1314,0.34061924511208863,0.23467004,-0.030151248,2.4788711071014404,0.1635909527540207,0.16971408140229338,0.16196420431519942,0.0970285260212429,0.0026078252334528207,-0.0022190847929142166,0.2823654231723531,15.152861850671723
CAMELS-US,07184000,1291,0.6448809463932698,0.30543286,0.30015546,2.6494462490081787,0.2996222674846649,0.41192488408176753,0.3181854587624878,0.13542366631471292,0.011719045969123654,-0.012274228516854668,0.20667269430019017,8.842621315332583
