bin,n,median_ac1,nse_pers,nse_tfm,medPSS_timesfm,pctPos_timesfm,medPSS_chronos,pctPos_chronos,medPSS_patchtst,pctPos_patchtst,wilcoxon_p
Q1 flashy,1643,0.5982485099592406,0.2458399433251428,0.4017177635314902,0.17729682318593798,67.9245283018868,0.12649727876907002,66.52465003043213,-0.35751035316088586,29.15398660986001,2.7507360032569998e-92
Q2,1642,0.8048363039697544,0.642654880833373,0.6612273956472976,0.014817109789198424,52.987804878048784,0.007693397965304716,51.21951219512195,-1.8644320220237056,2.9878048780487805,9.130625877705498e-08
Q3,1642,0.9110643773334799,0.8383159150988533,0.8281978903572205,-0.07965342735986947,36.951219512195124,0.02564179470583361,54.81707317073171,-5.22128615611088,0.24390243902439024,2.9655728288186147e-22
Q4 damped,1642,0.9796476736076162,0.9647709486695176,0.9575813414796798,-0.20604439339351188,21.21951219512195,0.15658627797691815,75.0,-28.445025274063028,0.0,1.046933570291735e-94
