basin_id,model,mode,fraction,dataset,NSE,KGE,RMSE,MAE,PBIAS,FDC_slope_error,FDC_KGE,tail_RMSE_95,tail_RMSE_99,RB_flashiness_obs,RB_flashiness_sim,n_predictions
003303A,chronos,few_shot,0.25,CAMELS-AUS,0.2801373072236871,0.1919009197974717,0.10562367594749239,0.022179266094616748,-41.14670182462251,,0.31742370718638047,0.4176838778248035,0.7315148790932361,1.83334481716156,1.5319541692733765,123
102101A,chronos,few_shot,0.25,CAMELS-AUS,-0.3879251488771991,0.3986276834150181,7.767839439248833,2.0099702841886606,-2.050304975506709,-0.0014444413961706426,0.8017342263985484,24.888470948760077,31.961037208880022,1.0825875997543335,0.7649824619293213,107
104001A,chronos,few_shot,0.25,CAMELS-AUS,0.7408645063983929,0.6654722286039141,1.5659248137966577,0.37252511438155644,-20.467321187694218,,0.6922920364488008,5.44360624885979,7.9209081646221,1.335687279701233,1.1587351560592651,123
105101A,chronos,few_shot,0.25,CAMELS-AUS,0.5163582011546572,0.7573093605645489,1.094833886810792,0.3000752386624669,-5.465015836868691,0.005955577723718339,0.8842482782070082,3.448291257896464,4.693373185688221,0.9891785979270935,1.2106441259384155,123
105102A,chronos,few_shot,0.25,CAMELS-AUS,0.19550932641976748,0.6036371336768411,1.8115682495296659,0.37023375426585764,13.354211269832367,,0.8116383006439697,7.745148037348159,10.272853668073274,1.6473830938339233,1.769719123840332,110
105105A,chronos,few_shot,0.25,CAMELS-AUS,-0.14499592057226462,0.49309369823860616,2.1128857756544086,0.5951933548168177,8.042088152008855,,0.7211336507205356,5.695391192188495,6.9597521579695325,1.314509630203247,1.347375750541687,123
107001B,chronos,few_shot,0.25,CAMELS-AUS,0.7390104279108762,0.8294289502779046,0.8127337621927812,0.2450491829994854,-5.2209183345620795,-0.0008336337207936612,0.867372822696221,2.3169011852860883,2.3754942114590967,0.9090707898139954,0.925741970539093,123
108002A,chronos,few_shot,0.25,CAMELS-AUS,0.012564833668607611,0.30016125389991966,3.0702844552871387,0.9416694856756102,-28.99900876955212,7.355950690104279e-05,0.6114069204708844,12.43027640563234,18.02217327392767,0.9145011901855469,0.7518589496612549,123
108003A,chronos,few_shot,0.25,CAMELS-AUS,0.6792562721396613,0.5508618097275464,4.334116574377661,1.2353973541317917,-21.93166402624379,-0.0029360990107790905,0.5699426734047452,17.601872572923092,30.68850679751887,0.7718961238861084,0.6002337336540222,123
111005A,chronos,few_shot,0.25,CAMELS-AUS,-1.3850910168998154,-0.1491727805551495,5.393003074794495,1.3462816404133309,4.4081388126162215,-0.0037523566550209143,-0.131912665279885,22.047657517821804,18.181090762029,0.6378564238548279,0.808387041091919,123
