dataset,basin_id,n,ac1,nse_tfm,nse_pers,err_wet,err_dry,gain_lin,gain_gbt,gain_gbt_pers,gain_gbt_shuf,wet_dry
CAMELS-US,01013500,1222,0.9932626278526466,0.9830718,0.9861156,0.07828458398580551,0.06638544052839279,0.041741799097152255,-0.0240074753659254,0.11185679581794994,-0.0746770047433225,1.1792432702517581
CAMELS-US,01022500,1222,0.895287152528639,0.80536383,0.7833688,0.34531673789024353,0.12486478686332703,0.37809697187888447,0.33643028185898893,0.49103245939665985,-0.013397614726501805,2.765525386017886
CAMELS-US,01030500,1222,0.9772337055073875,0.94576097,0.9517281,0.165874183177948,0.11178065836429596,0.23414008796200902,0.13703590867793725,0.40665031915504124,-0.036045154636159316,1.4839256236741771
CAMELS-US,01031500,1222,0.8028753786991824,0.6082852,0.56350154,0.5257434844970703,0.14419198036193848,0.22618478469698577,0.1211445521322213,0.09940106570477836,-0.0614251340205858,3.6461354034904967
CAMELS-US,01047000,1314,0.7573569280301272,0.5380757,0.4723705,0.6207195520401001,0.14439958333969116,0.37511863651691824,0.2733467283472696,0.21951113716496118,-0.15753714541272323,4.298624259738308
CAMELS-US,01052500,1314,0.8106942734540035,0.61292756,0.55987394,0.5308923721313477,0.19947795569896698,0.3075860719816015,0.31309366659170557,0.28889690551709046,-0.008642658276731607,2.661408726949857
CAMELS-US,01054200,1314,0.4649654361364016,0.17208892,-0.18033135,0.8412488698959351,0.1783711314201355,0.2423657352528138,0.027147372891766164,-0.0605016254091757,-0.2739070815006024,4.716283757344438
CAMELS-US,01055000,1314,0.6264298576037627,0.3453865,0.18051839,0.7891234755516052,0.16024136543273926,0.31131529823628246,0.29591950851522686,0.17036259040615986,-0.07320147990355164,4.924592806735892
CAMELS-US,01057000,1314,0.7496911997037088,0.48508853,0.4564191,0.6089997887611389,0.14192742109298706,0.34378719906848476,0.3189856097176018,0.33392558809975315,-0.10809769900722332,4.290924079865712
CAMELS-US,01073000,1231,0.7747861528143111,0.6754769,0.6964643,0.5200258493423462,0.14826178550720215,0.41176612792623357,0.3310751526023987,0.3654257358070506,-0.025989811644981042,3.5074840597888577
CAMELS-US,01078000,1265,0.8772776283422606,0.71616966,0.71331286,0.47753626108169556,0.1560216248035431,0.22905976743494605,0.22304173434017383,0.27198915525617173,-0.10246351007270316,3.0607056020791497
CAMELS-US,01118300,765,0.6798440489564788,0.4606502,0.3950519,0.646452009677887,0.14058898389339447,0.5685176631261858,0.5208958743832641,0.5144333037583886,-0.05071900811386665,4.598169726925954
CAMELS-US,01121000,765,0.6069946818899719,0.36831188,0.16613299,0.7131872177124023,0.12760992348194122,0.6380822273378435,0.48955296732614695,0.2889910015131717,-0.13136993471334968,5.5888068753001745
CAMELS-US,01123000,857,0.6546799220218149,0.3259393,0.16943932,0.6936622858047485,0.12403661757707596,0.5687737672484139,0.3242529561799957,0.061106662680117996,-0.23274692817154508,5.592399239472239
CAMELS-US,01134500,1272,0.771225669291011,0.5943564,0.51537544,0.5426367521286011,0.18487420678138733,0.27935182818428816,0.23369875930247574,0.19939887720868565,-0.06484035164415869,2.9351674393944305
CAMELS-US,01137500,1242,0.6781321875884803,0.36155474,0.22588938,0.5780026912689209,0.1374654620885849,0.3520041120484695,0.22726563921175802,0.15549423976485077,-0.044629004679666906,4.204712096311486
CAMELS-US,01139000,1284,0.7827433569122029,0.60700047,0.5524067,0.4730650782585144,0.11751362681388855,0.3524761907636964,0.26137731965042155,0.2581392378785631,-0.18174886873344365,4.0256189097774016
CAMELS-US,01139800,1271,0.7373668465596193,0.47159553,0.31155604,0.464520663022995,0.12970833480358124,0.2122225150932674,-0.08963427051819028,-0.11382482722837306,-0.02954217988453678,3.581270731186425
CAMELS-US,01142500,1229,0.8005786620110525,0.6073704,0.5782426,0.4899091124534607,0.10205703228712082,0.21268821246837333,0.09430298165186812,-0.10963922664114545,-0.05372072588384236,4.800346448201446
CAMELS-US,01144000,1238,0.7589355376260839,0.4899404,0.447743,0.5113945603370667,0.12258222699165344,0.05588882354375413,-0.013535352681844248,0.06362420777971489,-0.3533984561651824,4.171849156989841
CAMELS-US,01162500,1255,0.8999081352387114,0.76840454,0.7808448,0.40922218561172485,0.11876311153173447,0.49196879912452895,0.40618981700236745,0.5265999690068295,0.037187324870878835,3.4457011131977406
CAMELS-US,01169000,1285,0.5103651045586348,0.22897726,-0.121701,0.7834465503692627,0.13156244158744812,0.27344530714208826,0.3226362997209906,-0.0770323672049329,-0.30672020854017057,5.954940794014638
CAMELS-US,01170100,1285,0.5588643645679212,0.25726616,-0.033397555,0.7270850539207458,0.11608894914388657,0.365838917517631,0.2361638964606434,-0.16863302802155955,-0.09996854383649567,6.26317198392036
CAMELS-US,01181000,1224,0.3840577149394711,0.12965685,-0.37116182,0.843572199344635,0.1140143871307373,-1.5096554317479645,-0.03039645227879717,-1.048343535865285,-1.1715919211927686,7.398822381751988
CAMELS-US,01187300,765,0.4435681763694763,0.118249655,-0.3597703,1.048574686050415,0.13050900399684906,-1.3066539444167131,0.14069536565133334,-0.8829216964521678,-0.5872830978097359,8.034500715948543
