basin_id,model,mode,dataset,NSE,KGE,RMSE,MAE,PBIAS,FDC_slope_error,FDC_KGE,tail_RMSE_95,tail_RMSE_99,RB_flashiness_obs,RB_flashiness_sim,n_predictions
1001002,patchtst,zero_shot,CAMELS-CL,0.001506397653970315,-0.19193898741403426,0.11190379199877756,0.06024933481303445,-10.401626816373605,-0.008983456523836503,0.11130808603301667,0.4340400313620161,0.5615052194746595,0.2203221619129181,0.006818152032792568,137
1001003,patchtst,zero_shot,CAMELS-CL,-6.066286292614113,-6.151747040085318,0.019792036340272223,0.016811088646111423,709.3656114267237,1.9796144640978863e-05,-6.119499229508685,0.024041513680882264,0.034319814294576645,1.4213333129882812,0.040409911423921585,73
10100002,patchtst,zero_shot,CAMELS-CL,0.11172831002422146,-0.003703761451022247,3.136506285475356,2.2990150852004745,11.657070816554679,-0.055170199550560864,0.17035867769169422,10.144191720161167,13.747433487825848,0.26360249519348145,0.01762359030544758,136
10100006,patchtst,zero_shot,CAMELS-CL,0.08348013874733828,-0.04401940261495052,3.0805365642233866,2.4981399749526543,10.596217359887655,-0.04004881549295936,0.1798955628020501,8.678848279718423,10.824881431986327,0.1830792874097824,0.01676204428076744,131
10102001,patchtst,zero_shot,CAMELS-CL,-0.020215937005953588,-0.34752256317354346,9.745607105421804,6.713118132948876,-0.36367783845165685,-0.03036723831457534,0.10503102933591779,34.22726776559001,45.70064973831177,0.4400090277194977,0.013497903011739254,80
10111001,patchtst,zero_shot,CAMELS-CL,0.061742302953804784,-0.04506191920121072,4.0357261561127205,3.211568244405695,7.897180754511518,-0.019232293286943383,0.2431786943339681,11.042257368486313,14.161320894009428,0.18102550506591797,0.014582905918359756,148
10121001,patchtst,zero_shot,CAMELS-CL,0.035806919510166346,-0.0644608032199172,3.614937489737927,2.605459552544814,32.71734402777705,-0.02045910369089437,0.1412524405149197,12.221927069335557,16.05905131796696,0.4024979770183563,0.018027791753411293,130
10122003,patchtst,zero_shot,CAMELS-CL,0.04673510568471828,-0.059941928867973227,4.318692782590809,3.3435271883243196,4.456551597222566,-0.022271315413391935,0.26616296748476365,12.57303654538133,16.753046795565623,0.2666691243648529,0.015355045907199383,186
10133000,patchtst,zero_shot,CAMELS-CL,0.01010875203493411,-0.1813674153689082,3.122222817074385,2.145493692698631,-2.1162173068127057,-0.02871621007523424,0.16958172997466725,10.55092985811594,16.401879325555683,0.34899264574050903,0.017202161252498627,188
10134001,patchtst,zero_shot,CAMELS-CL,0.026399570068493028,-0.1469269635334418,3.860037165265239,2.688925670023928,0.8248040390106303,-0.034379062201863514,0.18322245079173138,12.763557215264195,20.73693668132765,0.37258705496788025,0.019085630774497986,188
