dataset,basin_id,model,NSE,RMSE,tail_RMSE_95,tail_RMSE_99,sigma_obs,mean_obs,sigma_rel_spread,rel_tail95_sigma,rel_tail99_sigma,rel_tail95_mean,rel_tail99_mean
CAMELS-IND,4041,chronos,0.7768524892758263,1.173901809800331,3.699370528127581,4.815124042779755,2.485053533987792,0.9179585261703672,1.7870408173357453e-16,1.48864822328039,1.9376339289773263,4.02999745921092,5.245470144351706
CAMELS-IND,4044,chronos,0.4455882685396805,100.19082422596856,290.7669893577234,552.7754173278809,134.55868790989848,57.83949390342963,2.112216600197187e-16,2.160893464957262,4.108061886706442,5.027135781014885,9.557058335448259
CAMELS-IND,4047,chronos,-228.1926673433056,1706.1015104721394,198.89905226793053,195.02256774902344,112.69496369644253,5.76993120994896,3.783005269023553e-16,1.764932928180261,1.7305349001605808,34.471650532847505,33.79980811777279
CAMELS-IND,4048,chronos,0.9191096370118212,47.19741306847508,113.19734033481726,28.7900390625,165.94715187746436,78.51860126408614,1.7126964282816159e-16,0.6821288527952704,0.1734892026574738,1.4416627208385195,0.3666652054290779
CAMELS-IND,4049,chronos,0.7207189948059719,27.096894565214296,94.7090845005162,131.97975158691406,51.27419161244279,13.552686224419542,1.3857707228828774e-16,1.8471102424466697,2.573999656288805,6.988214951060196,9.738272501956837
CAMELS-IND,4050,chronos,0.6762152295940865,2151.5241970387888,9243.427982488569,15398.374120989733,3781.0988037880147,1008.6143873518832,2.405371424998918e-16,2.4446406883703315,4.07246012867032,9.164481588208538,15.266859479784102
CAMELS-IND,4051,chronos,0.6624552191309305,0.465688450798719,1.977206921493489,4.388649293537944,0.8015484318437844,0.0463171497697031,5.540391474892339e-16,2.466734189655094,5.47521412204978,42.68844113518437,94.75214505553708
CAMELS-IND,4054,chronos,0.6882499605768426,89.62425797205803,378.6966613607934,590.0859313956513,160.5174731489137,35.10006848065496,3.5412605086347075e-16,2.3592239145795215,3.676147648101977,10.789057621625672,16.81153219746198
CAMELS-IND,4055,chronos,0.7604103196020775,7.289745988243644,18.57123965801653,17.61185073852539,14.892868041819481,4.72432641832617,4.771026868464029e-16,1.2469888006707712,1.182569447944543,3.9309814804448515,3.7279072568328746
CAMELS-IND,4056,chronos,0.9724949169495788,48.53412113078441,170.53398004646243,105.60205078125,292.64471768951455,160.26475915224037,0.0,0.582733839834392,0.36085411558082503,1.0640766001742592,0.6589224689186685
CAMELS-IND,4057,chronos,0.6600075438618085,31.658834281084605,130.02066378434998,215.53416775276648,54.295055212709066,16.017486317808224,2.6173386617858364e-16,2.3947054344999636,3.969683185851435,8.117419999903053,13.456179295320254
CAMELS-IND,4061,chronos,0.2837615477804339,56.99165122932651,242.1711380763549,520.716583332413,67.34144382092475,12.149545132330243,2.1102687897502903e-16,3.5961678920983573,7.732483204801926,19.932527138973416,42.85893650016355
CAMELS-IND,4062,chronos,0.8522836215778951,132.7249620856063,475.10052785102647,963.701055606126,345.3331612047358,84.00697995198401,3.2920915363299017e-16,1.3757744150419315,2.7906415133841773,5.655488723943896,11.471678379069811
CAMELS-IND,4063,chronos,0.5113074614932416,137.81945608246127,507.1671600918884,837.5899123588503,197.1481370303983,56.3224592876599,0.0,2.5725181466649527,4.248530698667988,9.004705520786933,14.87133060154502
CAMELS-IND,4064,chronos,0.4450579412725544,217.59911836192964,786.1324217553802,1545.7880398989464,292.10117968380894,91.52712053538392,3.8920362404793687e-16,2.6913017694976302,5.291960962198842,8.589065373814151,16.88885251559239
CAMELS-IND,5001,chronos,0.8826089940179302,16.7466224421704,60.04584401633992,104.8406296813242,48.87759370216909,12.523832934985009,1.453718732738203e-16,1.2284942745386258,2.14496299306714,4.79452611098024,8.371289382857748
CAMELS-IND,5002,chronos,0.7778230655590033,81.27099986453973,302.2422449511759,303.54760825542144,172.41939535597217,99.71508040317975,4.945216755642605e-16,1.7529480620621316,1.7605189232262746,3.0310585292526913,3.044149460924887
CAMELS-IND,5004,chronos,0.8133758790059225,8.245889112556837,23.63144276560695,4.47717865728548,19.087700091496313,7.418806146323348,1.8612581200305305e-16,1.2380455818317735,0.23455830905893635,3.1853430726611376,0.6034904496735373
CAMELS-IND,5005,chronos,0.6256634929220051,1.6040051525072565,6.6767146282213625,12.53742710149003,2.621649733799295,0.39321986745356186,1.6939303680606048e-16,2.546760744634436,4.782266272970337,16.979596355237224,31.884012327964747
CAMELS-IND,5007,chronos,0.5072395499671756,15.509038999710656,60.24344651170233,77.85329767761938,22.09362439577321,5.499532986517918,4.824079945181172e-16,2.7267344385209906,3.5237902248629562,10.954284056371492,14.15634706955598
CAMELS-IND,5008,chronos,0.953195934680025,41.65249018998442,73.20474675945347,81.09572002673426,192.53034204317655,132.86681424568232,0.0,0.3802244673882971,0.4212100761164589,0.5509633626353945,0.6103534617514137
CAMELS-IND,5010,chronos,0.9283060732271616,41.56837636888656,144.44935617371183,183.12554924426556,155.24652136205765,83.4001112535284,1.8307469424142788e-16,0.9304514839133481,1.1795790825946426,1.7320043582987503,2.1957470618663963
CAMELS-IND,5012,chronos,0.8203739934435397,62.28041498717465,173.12642229822504,94.96127319335938,146.9490863853178,108.1765279483318,1.9341195055734435e-16,1.1781388136314586,0.6462188743682267,1.600406535333757,0.8778362089668434
CAMELS-IND,5013,chronos,0.8919015343900002,38.4477648157016,154.46175877315864,81.87097708446791,116.93952681352008,64.08054609554232,4.860924309318824e-16,1.3208686830029177,0.7001138051039413,2.410431374022007,1.2776260826866324
CAMELS-IND,5014,chronos,0.2199677562968635,48.9189612114122,207.2832987481441,331.6939174683259,55.388671495030536,7.677333901774532,1.282830435504939e-16,3.7423410447160035,5.9884793860435055,26.99938564613333,43.20431046924485
CAMELS-IND,5015,chronos,0.3458005706965928,67.74125583211548,199.92572794761085,289.0412113198353,83.75257398144183,46.983450098122645,3.393532649719134e-16,2.3870995056451765,3.4511322766495756,4.2552372703595776,6.1519792760256395
CAMELS-IND,5017,chronos,0.665215722845973,32.96797018792009,122.07393793695344,140.0716206294025,56.97832551805471,23.160503141609457,3.7411211858180213e-16,2.1424627141468364,2.458331643758433,5.270780914842869,6.047866049064974
CAMELS-IND,5018,chronos,0.4320009069922348,7.650921336773447,30.6375718713165,67.71180040524712,10.151726660001998,6.167426604600443,1.7498075932236545e-16,3.0179665880907858,6.669978681757946,4.967642719649576,10.978938988060131
CAMELS-IND,5021,chronos,0.6263303717402364,8.237025648481849,24.353643893134794,52.74782162232201,13.474930016373449,9.077122662502534,2.6365359036993755e-16,1.8073298980805519,3.914515441507146,2.682969570714226,5.811072911928635
CAMELS-IND,5022,chronos,0.4385647671719421,4.45488987739686,16.64424500655655,27.783134776130343,5.945482995428094,7.024064953557853,1.4938709275312183e-16,2.7994773543807114,4.672981959160388,2.3696029459587855,3.9554211072688807
CAMELS-IND,5023,chronos,0.4578462242374013,0.4577874653213119,1.9849647282068537,4.147148383597902,0.6217311883315585,0.26723811140628245,1.7856962067553443e-16,3.1926413946412904,6.670323865731985,7.427700778760216,15.518551458751283
CAMELS-IND,5024,chronos,0.6766881663546942,2.423882060044116,10.311245484184331,15.20873877269147,4.262856212564883,1.984554611359135,0.0,2.418858382741519,3.567734404895784,5.1957479150057795,7.663552660954826
CAMELS-IND,5025,chronos,0.5416424909124798,0.2274153512656056,0.9928947806216812,1.5237014544782037,0.3359058769928343,0.05404104701949755,6.610322120972241e-16,2.955872012453245,4.536096444989285,18.37297453292223,28.195261537558018
CAMELS-IND,5027,chronos,0.6649144678464907,10.599422234108134,34.77941915706018,38.09763154879941,18.31067500458761,7.6675571105253395,1.9402417867776005e-16,1.8994067203064031,2.080624091643499,4.53591915335304,4.968679202467547
CAMELS-IND,5028,chronos,0.653949213966365,37.34014817716107,139.64364585449144,256.563739113563,63.47549802446912,38.447130261178756,2.2387937326185096e-16,2.199961405590868,4.04193345619219,3.632095423139914,6.6731570697390445
CAMELS-IND,5029,chronos,0.8896898694095826,64.3184482311097,187.52205275936043,5.865293419464855,193.65461830449308,130.56284250222453,1.4676494513399674e-16,0.9683324591025756,0.03028739242480938,1.436258962852815,0.04492314434227274
CAMELS-IND,6001,chronos,0.636075712984346,158.47214919924525,614.6169147715146,873.9324571194876,262.69235139003786,97.30226535511,2.1638779568579286e-16,2.3396833273571396,3.3268287123514244,6.316573540486814,8.981624979953168
CAMELS-IND,6006,chronos,0.395695654767361,606.6764682210221,2515.8665274841046,4300.869153411052,780.4216185427092,324.48360427801606,0.0,3.2237273644238775,5.510955938716969,7.753447306165034,13.254503761386006
CAMELS-IND,6007,chronos,0.7393796309410088,94.38486015748506,391.911500417654,653.0292864483177,184.8835020723252,125.69371275973809,0.0,2.119775404645574,3.5321122713959463,3.117988098313141,5.195401361853117
CAMELS-IND,6008,chronos,0.6800049322552191,363.3377567963523,1470.590198735162,2402.612035365837,642.3014292401233,220.22449313865465,5.309975934014981e-16,2.2895639520449897,3.740630062443197,6.677686835720265,10.909831150584774
CAMELS-IND,7001,chronos,0.3759947672674285,34.29937158804401,136.89470628289342,181.8003814217004,43.42022278576415,15.484168614089091,1.6364327269022218e-16,3.152786823741863,4.186997895397853,8.84094649798198,11.74104893538034
CAMELS-IND,7002,chronos,0.7622863257367425,175.16213789165923,726.0721648161037,1115.7747525736452,359.2635481832851,119.1885821860963,1.5822206051310352e-16,2.0210014862005545,3.1057276982757283,6.091792951127178,9.361423150679979
CAMELS-IND,7005,chronos,0.4998056737986046,45.58580205016669,143.5050526619203,115.22195600664736,64.45553532843189,30.66217845011199,2.2047531903646253e-16,2.2264193747006082,1.7876192544137006,4.680197556589335,3.757787666460682
CAMELS-IND,7007,chronos,0.7515291575088147,331.3346727982677,1124.1736150781423,1256.606384836732,664.7053420611741,292.3364249227778,1.7103343470820672e-16,1.6912360168374916,1.8904713191263691,3.8454791098136294,4.298494055842242
CAMELS-IND,7008,chronos,0.3448982833298595,302.14139486934863,1298.9921430007148,2862.3536038936736,373.2981701646296,147.41257334904802,3.0454699971199584e-16,3.479770989576085,7.66774078381187,8.81194943883736,19.41729622422441
CAMELS-IND,7009,chronos,0.7936937462241486,371.63587301624233,1521.814315977572,3084.9547029154246,818.2036869116923,571.6210038240033,1.389468656035109e-16,1.8599455616261718,3.7703994155288862,2.662278512855564,5.39685330363622
CAMELS-IND,7011,chronos,0.7729665456360276,273.2592551594566,990.5849182434016,1585.663587219501,573.495417026636,241.4425449593073,1.9823495418854557e-16,1.727276084226134,2.764910651667605,4.102776991562753,6.567457228744622
CAMELS-IND,7015,chronos,0.5595062059315541,65.94134699792825,260.4719549638579,550.0806886024559,99.35458581470854,47.53492133900546,1.4303169399452336e-16,2.6216399859954667,5.536540503810559,5.479591585021177,11.572138400723077
CAMELS-IND,8001,chronos,0.7121776518098186,10.225007657420967,38.17129467457116,66.71397899200099,19.059055990396338,7.931223393240143,1.8640554288683956e-16,2.002790415947426,3.500382129399141,4.812787735509368,8.411562212314175
CAMELS-IND,8003,chronos,0.2187341971059211,483.5809326053136,2095.420151708117,4626.113571298541,547.1038374169973,148.7054511720989,2.0779755129914216e-16,3.8300227642362663,8.455640876400144,14.091078270446575,31.109240009935313
CAMELS-IND,8005,chronos,0.5765328193326249,88.39759762730023,368.77719456097753,782.8481008256124,135.840910434283,36.334654000337,2.0922790740683265e-16,2.7147726953684126,5.762977429427183,10.149462123887494,21.545494855086595
CAMELS-IND,8006,chronos,0.6346774276110392,1164.172871457598,4725.180519905164,9631.86935998518,1926.1017296959435,750.2278823229859,2.360972652042896e-16,2.4532351781082125,5.000706458794197,6.298326990026336,12.838591562554717
CAMELS-IND,8009,chronos,0.1470068624535373,80.65014641576434,269.18191916201187,429.63804635393984,87.323752800493,27.954063403928497,1.6273756291337234e-16,3.082573876285493,4.920059348978349,9.629437955849475,15.36943091763758
CAMELS-IND,8011,chronos,0.5241918412774169,611.4399504765258,2624.419623952808,5434.254878111638,886.4165766219384,311.8128851462561,3.847632390456889e-16,2.9607068427739223,6.130588056939484,8.416649051311081,17.427935588879517
CAMELS-IND,8013,chronos,0.8682014271383512,295.9143326911919,1186.2042727857297,2307.424534992747,815.0995380561576,408.79162243581413,1.394760178526606e-16,1.45528762734252,2.8308500094301037,2.9017333225119604,5.6445005434401825
CAMELS-IND,8016,chronos,0.6755741823672833,288.3448416521567,1199.690278743979,2451.0520689811124,506.23769794341285,279.8667063598761,1.1228602510586235e-16,2.3698161626795327,4.8417019888848545,4.286648792019285,8.757926588914595
CAMELS-IND,8020,chronos,0.6014360897018771,133.11310817325253,394.5101321932056,641.5433467647142,210.84914231258793,60.637955039472764,2.695928389243175e-16,1.8710540050873752,3.0426651952589583,6.505993349155592,10.579897464337252
CAMELS-IND,8021,chronos,0.3082295212112406,118.02728722640924,341.5423005647382,366.2332229365948,141.90621386096873,57.207026308717666,2.0028516480786322e-16,2.406817089062506,2.580811741587358,5.970285865264268,6.401892329802593
CAMELS-IND,8023,chronos,0.3804211716338904,11.350627490551338,36.53353141783303,78.3719221189061,14.420210050257868,5.771231331153014,1.2318522637390326e-16,2.533495094073177,5.434866887913649,6.330283664185425,13.579757528667361
CAMELS-IND,8028,chronos,0.5576716093703946,90.08826576934857,381.7911045567884,832.2290201864568,135.45524279368013,42.45179898300497,2.0982362029127798e-16,2.8185775366282204,6.14394100237282,8.993520032204843,19.604093115573946
CAMELS-IND,8029,chronos,0.3475992752628662,107.69165096904332,428.83298179512855,414.4647459421107,133.3290600974714,44.3161822943242,2.1316965265956322e-16,3.2163504451439646,3.1085852224497237,9.676667970788886,9.35244699530883
CAMELS-IND,8030,chronos,0.8729298772293501,22.32107036598852,74.60473716459595,63.34041318112644,62.61714925687838,24.239352230617673,3.4042242941076486e-16,1.191442568848673,1.0115505725321505,3.077835432844603,2.6131231799634764
CAMELS-IND,8031,chronos,0.7942503078687517,98.30992945343796,396.9457986414766,832.746653972635,216.73436985413434,42.47621539221206,2.622722870353444e-16,1.8314852365530552,3.8422454847982195,9.345131033360753,19.60501062261111
CAMELS-IND,8034,chronos,0.5583395997910356,1241.0306911801738,5352.049616372891,11650.597949667115,1867.4040272853367,637.198733841944,3.652776883646878e-16,2.866037310711607,6.238927291274884,8.399341260619105,18.28408835563855
CAMELS-IND,8035,chronos,0.4125314639740983,435.0531693165855,1850.2223730079825,3551.5714235335968,567.6099908110318,176.45723169760726,2.002904098977788e-16,3.2596719630750064,6.2570629147293895,10.485387055026951,20.127094760388648
CAMELS-IND,8036,chronos,0.6728784263129544,84.65249826777014,292.55067105789885,296.1630607402091,148.007998637983,52.66024033836831,1.920281990970061e-16,1.9765868990192679,2.0009936183557406,5.555437445368932,5.624035493138917
CAMELS-IND,8038,chronos,0.5288640262004423,1013.4914438154208,2934.452604784104,2969.5939890201166,1476.545904970036,711.8852034484596,4.619707548770986e-16,1.9873764810879035,2.0111762045626205,4.122086806368856,4.1714506420909405
CAMELS-IND,9001,chronos,0.6821906708742923,85.80675488159265,307.68976087652953,478.07562734505575,152.2082374662647,71.15347321061056,1.8672911468870646e-16,2.021505314025633,3.1409313668126275,4.324311196528439,6.718935925024727
CAMELS-IND,9002,chronos,0.6591680508771939,107.9325152131832,431.2091476326183,593.8652618538002,184.8766864647459,84.6712964855449,3.0746666844684865e-16,2.332414951167169,3.21222363516908,5.09274294277795,7.013773102614356
CAMELS-IND,9005,chronos,0.2854866162255739,13.689101292490404,58.35989905679751,106.59633342160213,16.194582378083297,2.4831435881278763,2.193766776973832e-16,3.603668047394543,6.582221815479646,23.50242625348821,42.9279780401135
CAMELS-IND,9008,chronos,0.596331275230835,1.341010558686137,5.690115091664982,9.770907583573416,2.1106666401855056,0.15135198707588102,2.104023446407585e-16,2.695885263607938,4.629299292243826,37.595245372049305,64.55751108622529
CAMELS-IND,9009,chronos,0.7856185572297448,24.626170051929783,88.62990714195996,89.05242919921875,53.18672869548327,9.44524210440468,4.007819731656711e-16,1.6663913971736075,1.674335522853491,9.383550592168348,9.428284443623754
CAMELS-IND,9011,chronos,-0.0234237214279977,0.1845771322158824,0.1845771322158824,1.1124076990199334,0.18245264115553553,0.018725907084455092,7.606241115459683e-16,1.0116440685478256,6.096966818209217,9.856779240836088,59.40474306547076
CAMELS-IND,9012,chronos,0.0687520033464573,1.3711804855897771,1.3711804855897771,10.60994732887506,1.4208948758693223,0.13912207007691668,3.125419180489077e-16,0.9650119152909682,7.467088177359887,9.855952293059541,76.26358149364165
CAMELS-US,01013500,chronos,0.9935454307017384,122.88723645420136,250.7876831485437,291.6916012251897,1529.583336793363,,0.0,0.1639581689444251,0.19070003850636572,,
CAMELS-US,01022500,chronos,0.7926477469570894,231.29158428213051,806.4458476010049,301.45371032956183,507.9318562683826,,2.2382301152921944e-16,1.5877048026200045,0.5934924273981327,,
CAMELS-US,01030500,chronos,0.987186709207851,406.5066999936642,843.4923777287061,1234.9819403956,3591.1815963903937,,0.0,0.23487878713137927,0.34389292416649664,,
CAMELS-US,01031500,chronos,0.5049949684231363,521.8439699531228,1786.0908884721991,1992.02109576608,741.7129517927691,,1.532760584088864e-16,2.40806215417312,2.685703533895739,,
CAMELS-US,01047000,chronos,0.3912908453964444,938.6060433921516,3730.4954573491896,4408.657166899046,1203.0354626692397,,3.779999551114575e-16,3.1009023200963153,3.6646111471371934,,
CAMELS-US,01052500,chronos,0.6240671929057632,335.16928894930817,1376.2488168325629,2571.252437274642,546.6496875894128,,4.159403738908049e-16,2.517606518539273,4.703656648215087,,
CAMELS-US,01054200,chronos,0.3516657636217561,267.0018984507896,1112.4709828864118,1907.8813297758,331.6002668651838,,1.7142151120137188e-16,3.354855511436306,5.753557884051621,,
CAMELS-US,01055000,chronos,0.4801319250717324,287.0489882346533,1191.4667176712762,2256.3548478674934,398.11582985680354,,1.4278110689859724e-16,2.99276398554619,5.667583850355991,,
CAMELS-US,01057000,chronos,0.5031948213014633,130.86884579047762,513.4373919131694,735.284107271837,185.67063169685503,,4.592278677137516e-16,2.7653128942409166,3.960152990012645,,
CAMELS-US,01073000,chronos,0.7888380170491766,9.251803859278407,33.70596663835057,41.08752564239392,20.133466258337364,,5.293743709922734e-16,1.6741263628359457,2.040757667616195,,
CAMELS-US,01078000,chronos,0.7740442584257483,77.75465702117309,253.2121038660057,327.3667167671588,163.5741677657576,,1.7375426583924073e-16,1.5479956726945534,2.0013350594328334,,
CAMELS-US,01118300,chronos,0.6914762443233068,3.912961465590844,15.649650503499132,22.107496692281902,7.04467993482165,,2.521557907293658e-16,2.2214849572005906,3.138183266922488,,
CAMELS-US,01121000,chronos,0.0116598962142208,84.45486511674908,359.32536345786207,619.0465980391687,84.95158058126064,,1.6728181651203743e-16,4.229766662365376,7.287052151396031,,
CAMELS-US,01123000,chronos,0.0538227956956258,78.17624166790868,322.38685095210656,586.9662532147761,80.3689968386098,,1.7682010817851858e-16,4.011333519559743,7.303391560224049,,
CAMELS-US,01134500,chronos,0.6175655093573829,137.6243409101993,554.9837884665693,974.4214251825176,222.54442828154347,,1.2771251857380757e-16,2.4938112032373736,4.378547837422225,,
CAMELS-US,01137500,chronos,0.3363880253916697,228.61721388727707,967.407474638917,1407.4155302864629,280.6414533375238,,2.0254819159749428e-16,3.447129649358781,5.014995160368496,,
CAMELS-US,01139000,chronos,0.4366570910216431,120.73804056856216,487.9014657468544,894.2503280956743,160.86357178905814,,1.7668207360006684e-16,3.0330140026148618,5.559060501704592,,
CAMELS-US,01139800,chronos,0.7274081442737557,6.724908981549444,22.94225008428837,44.64480883712754,12.880418459974617,,4.137342691746098e-16,1.781172727856668,3.466099255692623,,
CAMELS-US,01142500,chronos,0.6573187473747013,35.173358678035,143.86339984513282,201.5808245454864,60.08536004242759,,2.3651110195840397e-16,2.3943170140538017,3.35490749166096,,
CAMELS-US,01144000,chronos,0.6195589646883934,869.1272429147944,3511.701271085862,4018.038682866767,1409.093091738613,,3.2272342654478063e-16,2.492171235296414,2.8515069064096394,,
CAMELS-US,01162500,chronos,0.907588798914624,12.962787541534327,32.237606423738185,29.579479662386664,42.64185564476993,,3.332607012599598e-16,0.756008525808425,0.6936724308810566,,
CAMELS-US,01169000,chronos,0.4297342392191268,185.9354597920457,680.7651662000762,1099.040440425363,246.22013981058888,,1.1543210661917475e-16,2.7648638601365922,4.463649648119069,,
CAMELS-US,01170100,chronos,0.6108241293837535,63.516607460662186,226.2395518638101,432.4360058673673,101.8156037144455,,1.3957442864119442e-16,2.222051862485902,4.247246886441766,,
CAMELS-US,01181000,chronos,0.0993351813719075,217.9145177980433,908.5077747134349,987.9069190799048,229.61727845104622,,2.4755723630322043e-16,3.956617641503517,4.302406707997473,,
CAMELS-US,01187300,chronos,-0.01289692407979,223.49895745069367,955.7332010413796,1650.8496928125296,222.07152527671678,,2.5596896671005933e-16,4.303717911832544,7.433864790884173,,
CAMELS-US,01195100,chronos,0.1193829572654516,22.41949299327472,93.32875842974616,172.30615832441475,23.890885335910568,,2.974116386938906e-16,3.90645876523726,7.212213189329576,,
CAMELS-US,01333000,chronos,0.7906456852863276,31.668455889806392,115.86916908242836,200.49939781270507,69.2127221247891,,2.0532142471697802e-16,1.6741021812943386,2.8968575668965717,,
CAMELS-US,01350000,chronos,0.3494787845318415,466.161440698416,1840.2270667290304,964.2417933041504,577.9704236053051,,0.0,3.183946775770862,1.6683237652358303,,
CAMELS-US,01350080,chronos,0.6561812689164103,29.06638032978804,106.41989491048744,173.74105337462885,49.57082939408747,,2.866777677296034e-16,2.1468249817740714,3.504905112508602,,
CAMELS-US,01350140,chronos,0.4866489800021619,18.55360524386334,69.2551186797517,83.7705431367985,25.89530898641845,,4.115857834324926e-16,2.6744271989986514,3.2349698233272446,,
CAMELS-US,01365000,chronos,0.7820709153763502,53.47000824254332,181.51180274911184,103.77206422138292,114.53880657393859,,2.4814043624644243e-16,1.5847188230649143,0.9059991746499875,,
CAMELS-US,01411300,chronos,0.8969029726208111,7.265135687608554,17.53625227918968,17.10126962806622,22.626670794439285,,3.140288477325275e-16,0.7750257401322768,0.7558014072608956,,
CAMELS-US,01413500,chronos,0.8668348260713682,110.51038861286898,416.6009728591297,393.710828868854,302.83619148590265,,3.7540703825324745e-16,1.375664417172288,1.3000785240927244,,
CAMELS-US,01414500,chronos,-0.1344471244997371,51.48218580010314,212.2710754692511,130.81196221658868,48.335347843179804,,1.4700271487967764e-16,4.391632313435454,2.7063415916856064,,
CAMELS-US,01415000,chronos,0.870422775412518,15.987320951130284,59.47065034950246,41.09707660299024,44.41312753302077,,4.799545372470006e-16,1.3390331564757865,0.9253362437138642,,
CAMELS-US,01423000,chronos,0.8184181114109111,244.894391044838,825.6195888793019,878.96197441112,574.7018219473873,,1.9781882252676032e-16,1.4366051356539558,1.5294226342153252,,
CAMELS-US,01434025,chronos,0.725873141966902,3.499693040900126,11.066070480200244,18.316050122416648,6.684272702231751,,1.328758504128025e-16,1.6555384517010345,2.7401709861869143,,
CAMELS-US,01435000,chronos,0.7610971762727884,83.80397802572386,304.20698506933275,557.7396075928802,171.45651529832406,,3.315325682544281e-16,1.7742515327576256,3.25295079409754,,
CAMELS-US,01439500,chronos,0.8357640028483192,101.46859960520328,340.91663085263565,574.0111964621932,250.37876376406652,,1.1351485646436837e-16,1.3616036189630025,2.2925714139362374,,
CAMELS-US,01440000,chronos,0.2614450851416822,120.5793820293598,501.1534167406997,565.1362008351438,140.3077491013932,,2.025669260068102e-16,3.5718156691298772,4.027833134339208,,
CAMELS-US,01440400,chronos,0.7171185143809915,85.06827544809302,326.9157475095663,584.5363554971706,159.94304746479534,,1.7769893647086996e-16,2.0439509731207472,3.6546531078559785,,
CAMELS-US,01451800,chronos,0.4075157006546865,84.45456136225881,352.506346367485,614.1111757139623,109.71971922292236,,1.295196051890106e-16,3.212789358777727,5.597090295740237,,
CAMELS-US,01466500,chronos,0.8790900896212283,0.26826551974126,0.8627801029376593,1.7815381286489231,0.7714964048616492,,2.878102911767296e-16,1.118320315559189,2.3091982249332745,,
CAMELS-US,01484100,chronos,0.2189274621582612,4.271453470952238,18.620569803379,30.67532811024159,4.833146903344681,,1.8376814060534338e-16,3.8526802879699376,6.346864418504092,,
CAMELS-US,01485500,chronos,0.8812843713147184,32.132552742935495,132.07357215698693,108.88138330651972,93.25911304081077,,1.5238033315825388e-16,1.4162001744450508,1.167514677722407,,
CAMELS-US,01486000,chronos,0.5806923067835377,3.44893665135614,13.317697112866725,20.506620622320916,5.326216334533855,,1.667559790880814e-16,2.5004048420861364,3.850129122499421,,
CAMELS-US,01487000,chronos,0.766967431853195,28.76305447439742,118.21827559093008,91.14616267488248,59.58359364271311,,2.385028133820852e-16,1.9840742788998897,1.5297191240500039,,
CAMELS-US,01491000,chronos,0.4089596206012285,259.07041945392723,1125.272118558683,2294.146697662004,336.9839774471342,,1.6868285338499684e-16,3.3392451685190725,6.8078806447760805,,
CAMELS-US,01510000,chronos,0.4285430815678471,258.05388181234133,1069.4766800340524,2103.022512803352,341.3647310863113,,3.3303627284469303e-16,3.1329442752644647,6.1606320785131725,,
CAMELS-US,01516500,chronos,0.1090402875225491,11.569265622346316,46.53604668687419,36.56794555363202,12.25679038949878,,2.8985677048408615e-16,3.796756345506631,2.9834846147782903,,
CAMELS-US,01518862,chronos,0.5607404195556197,78.7909164622975,325.2905546283549,534.5176515025355,118.88184343268762,,1.1953763758086714e-16,2.7362509297943256,4.496209312275562,,
CAMELS-US,01532000,chronos,0.7827708930858529,153.69149345922008,539.2743744787232,549.5360237555532,329.7545695113653,,1.723809891248493e-16,1.6353810510581466,1.666500102090664,,
CAMELS-US,01539000,chronos,0.5993091636257567,286.68552012135183,1125.7836266661084,2175.1376738210283,452.8986780060311,,2.510204671432097e-16,2.4857295490960047,4.8027026340581696,,
CAMELS-US,01542810,chronos,0.7546664870119185,5.498206931197274,20.313807481457083,20.96780836434868,11.100502581343907,,0.0,1.829989888529691,1.8889062193984163,,
CAMELS-US,01543000,chronos,0.8739905773576068,183.00873866839825,695.972161177855,600.6799105007595,515.5494370191941,,0.0,1.3499620234323788,1.16512572290598,,
CAMELS-US,01543500,chronos,0.9034759196350082,369.80636312749976,1117.3354674422378,993.1017271171208,1190.3003008207622,,0.0,0.9387004831232824,0.8343287206029734,,
CAMELS-US,01544500,chronos,0.9123600663606644,85.35258634836677,263.5402202427654,271.82051645586546,288.3139562817358,,1.971580550379654e-16,0.9140737536313993,0.942793474035807,,
CAMELS-US,01545600,chronos,0.9550502848996708,21.511580037054525,70.4879219953212,79.1201538370081,101.46326630248228,,2.801182188012084e-16,0.6947137083600543,0.7797911177148102,,
CAMELS-US,01547700,chronos,0.7357548369382932,33.09806015181733,120.57129147123548,210.2516918029845,64.38712265748187,,0.0,1.8725994654650862,3.265430774433791,,
CAMELS-US,01548500,chronos,0.9329151188171794,268.0433717038871,821.9500337673254,1341.642357221967,1034.8865551854515,,4.394175850559518e-16,0.7942416776494232,1.296414907024804,,
CAMELS-US,01549500,chronos,0.7348140550685354,35.789740203149094,125.69050008903837,210.67626460494017,69.49975836930872,,0.0,1.8085026917812081,3.0313236987882157,,
CAMELS-US,01550000,chronos,0.7839516754257363,149.27686925492625,570.4511454861296,925.003455540044,321.15675918490143,,3.5399173291620636e-16,1.776238952385556,2.8802241556046044,,
CAMELS-US,01552000,chronos,0.819865776620335,406.1151097008548,1605.23252607041,1543.1193984399313,956.8657994070646,,2.3762336953011317e-16,1.6775942112939086,1.6126811088829247,,
CAMELS-US,01552500,chronos,0.5220826307883737,32.29161670423317,122.9652191738474,219.58768514563204,46.71037797242708,,1.521166744100273e-16,2.632503193325329,4.70104706228782,,
CAMELS-US,01557500,chronos,0.4005325927617267,48.95738389247573,197.17204558234928,399.8011337919384,63.23178105111124,,2.24742281159456e-16,3.118242793492912,6.3227877998371245,,
