basin_id,dataset,fraction,nse_univariate_lstm,nse_multivariate_lstm,nse_persistence
003303A,CAMELS-AUS,0.25,0.12762199603163238,-1.7524631328244502,0.8769838194746815
102101A,CAMELS-AUS,0.25,0.007222945193436914,0.3445401507429403,0.41993714186003284
104001A,CAMELS-AUS,0.25,0.6947527697719358,-0.9210401871819114,0.5664618577306337
105101A,CAMELS-AUS,0.25,0.6025436891718602,0.8910142102572027,0.6425633755241147
105102A,CAMELS-AUS,0.25,0.29103329755591667,0.5201346728316688,0.25952943075416524
105105A,CAMELS-AUS,0.25,0.5165435499865174,0.8495171226131253,0.5826794695685353
107001B,CAMELS-AUS,0.25,-0.8814000884721194,-0.22146735008234897,0.6283021515298401
108002A,CAMELS-AUS,0.25,0.5025530016369684,0.7301577510271893,0.5742827609215909
108003A,CAMELS-AUS,0.25,-0.46288967911579504,0.06510881263748203,0.3830462297449292
111005A,CAMELS-AUS,0.25,0.22210799108943236,-2.5050273902713514,0.43755854264927063
111007A,CAMELS-AUS,0.25,0.1741739892338655,-1.142665541350722,0.2047179433343338
112002A,CAMELS-AUS,0.25,-1.4042110584554708,-3.8843132389157216,0.0196426283172374
112101B,CAMELS-AUS,0.25,-0.6639548639632962,-1.740311980581411,0.6290921066005853
112102A,CAMELS-AUS,0.25,0.165672036640377,-0.622161419196122,0.5877221960139805
113004A,CAMELS-AUS,0.25,-0.08090410847944707,-0.39567341458922245,0.6928049654762971
114001A,CAMELS-AUS,0.25,0.16596894381190286,-0.45223820263111025,0.7839869584879677
116006B,CAMELS-AUS,0.25,0.7962503153874986,-0.07878212510996874,0.786203416802366
116010A,CAMELS-AUS,0.25,0.7655158163906128,0.6185659256586828,0.7760686298233426
116011A,CAMELS-AUS,0.25,-2.8182188092464484,0.45176038700521404,0.5086977986621903
116012A,CAMELS-AUS,0.25,-5.637595456809739,0.5873138505392703,-6.621909230072161
116013A,CAMELS-AUS,0.25,-0.14086802259203401,0.793883551866727,0.7699635385913364
116014A,CAMELS-AUS,0.25,0.7245414302574951,0.8407625084286322,0.8209792233224567
116015A,CAMELS-AUS,0.25,-0.47033865149189213,0.27402112701553893,0.7597335696697496
117002A,CAMELS-AUS,0.25,0.83323704472184,0.4488268699753297,0.8137131598277679
117003A,CAMELS-AUS,0.25,0.549769086494617,0.4983972530739724,0.8083369542683237
118106A,CAMELS-AUS,0.25,0.501326716317074,0.8238049301329533,0.9093976483742106
119003A,CAMELS-AUS,0.25,0.832347764684923,0.7587416005160258,0.8170441473608918
120102A,CAMELS-AUS,0.25,0.3978809522559721,0.4103782807419095,0.8948716651963705
120301B,CAMELS-AUS,0.25,-0.6269806241778184,-11.346960574159334,0.9179564384681904
120304A,CAMELS-AUS,0.25,-6.716406698782307,-77.30765439065964,0.6530978707135964
121001A,CAMELS-AUS,0.25,0.28744043186039125,0.9269903988191238,0.28955967177215847
121002A,CAMELS-AUS,0.25,-2.190704102330777,0.5599149918102018,0.06696295930124907
121003A,CAMELS-AUS,0.25,-4.961362252375753,-8.26244048737449,-4.759409254786674
122004A,CAMELS-AUS,0.25,-0.5299912528017319,0.308286194618246,-0.6886322812375654
124002A,CAMELS-AUS,0.25,0.45654891211412907,0.5070167304115428,0.6501028011818268
125005A,CAMELS-AUS,0.25,0.22177155465794196,-8.61145895207805,0.30686888723507133
126003A,CAMELS-AUS,0.25,0.1615048805498953,0.10100245139357689,0.07679112188727433
129001A,CAMELS-AUS,0.25,0.6918995437464022,0.166344317426533,0.6684590968549471
130004A,CAMELS-AUS,0.25,0.21297410755400892,-6.426289076288643,0.3172573263116776
130302A,CAMELS-AUS,0.25,0.49941903064697624,0.47395024663758134,0.9387243727786736
130324A,CAMELS-AUS,0.25,-2.6482038393450282,-2.404594028249389,-1.1698219596512391
130403A,CAMELS-AUS,0.25,0.018297335888955546,0.2918645491587606,0.051554312610958664
130410A,CAMELS-AUS,0.25,-3.928864158125826,-355.4182413947696,0.2579718002566408
130413A,CAMELS-AUS,0.25,-0.21560901657318032,-7.027259186540061,0.22676340730774658
132001A,CAMELS-AUS,0.25,-0.2721576872892295,-1.3835690573274566,0.01131545510987042
135002A,CAMELS-AUS,0.25,-3.338688064311408,-14.572470176816275,-1.131790093369196
135004A,CAMELS-AUS,0.25,0.09839784445292499,-16.199445585978776,0.25558029776833935
136006A,CAMELS-AUS,0.25,-0.2416987523892724,-5.297765768188627,-0.036811991239480646
136202D,CAMELS-AUS,0.25,-0.013879066991005606,0.5971249208781337,0.02048675528624222
