dataset,basin_id,n,ac1,nse_model,nse_pers,err_wet,err_dry,gain_lin,gain_gbt,gain_gbt_pers,gain_lin_shuf,gain_gbt_shuf,rho_absres_P,model,wet_dry
CAMELS-US,01169000,429,0.5103651045586348,0.5688259,-1.3268564,0.6137427091598511,0.13128145039081573,0.1994705449572165,0.2057937015344823,-0.42258640004533254,-0.012672223702224983,-0.19468266350840868,0.4215947212608465,chronos,4.675014690443941
CAMELS-US,01170100,429,0.5588643645679212,0.50744736,-0.67242527,0.5981268286705017,0.10311967134475708,-0.19894379726612943,0.13660772060857218,-0.025190891734159004,-0.03535219179932758,-0.23002589582668476,0.37579563252854353,chronos,5.800317445454235
CAMELS-US,01181000,408,0.3840577149394711,0.65529525,-4.5425935,0.6354724764823914,0.11472585052251816,0.3256737250875872,-0.05572403962874861,-6.03233549347622,-0.18293964847465083,-0.446556616064298,0.45880960706455637,chronos,5.539052215242998
CAMELS-US,01187300,255,0.4435681763694763,-0.03899932,-0.052304745,1.342943787574768,0.1017744168639183,-1.8308141160833227,-0.17940146607048768,-0.06415499556040594,-0.2336389870450597,-1.0058350519247927,0.366985476835067,chronos,13.195298277860994
CAMELS-US,01195100,286,0.5871160251636195,0.5759549,0.30074823,0.6904240250587463,0.16812652349472046,0.205401357834878,-0.038740418439225044,-0.23253627887756756,-0.28465316342483993,-0.421816303845006,0.3410284484992231,chronos,4.106574089009978
CAMELS-US,01333000,415,0.7720800799874514,0.66745293,0.47782016,0.3867652714252472,0.07700388133525848,-0.22394328577089295,0.03554068183956216,-0.1113451672894743,0.010018696236113511,-0.09514670403094172,0.3151728097452192,chronos,5.022672425320402
CAMELS-US,01350000,286,0.3767604510846037,0.2384277,-3.643015,0.8665255904197693,0.1051686480641365,-0.3277628662308907,-0.030825118086305725,-1.7792891589352937,-0.03127782841869409,-0.38488464713824366,0.34361812637643807,chronos,8.239390791553426
CAMELS-US,01350080,286,0.5715072625536965,0.27932602,-1.9440186,0.716899037361145,0.0930672436952591,-0.21880577980628768,-0.43905569385011645,-7.5288018603030675,-0.5468484998766969,-0.21578086389260154,0.356370404119007,chronos,7.703022125685498
CAMELS-US,01350140,286,0.5499169437470665,0.08592814,-0.410339,1.012641191482544,0.13074363768100739,-0.08400869020676427,0.046327626933654,-1.6696391340365229,-0.03023223147532783,-0.274420680692504,0.4002492554671986,chronos,7.745242594161401
CAMELS-US,01365000,286,0.5526887310934717,0.374651,-0.9906391,0.56299889087677,0.07980355620384216,0.13243833559228946,0.22078074289714156,-0.5214753905426068,0.046146312052151583,-0.08176925726792095,0.44376108048097945,chronos,7.054809555588004
CAMELS-US,01411300,354,0.897156079841839,0.86489415,0.82842183,0.17909467220306396,0.07694871723651886,0.13818705549863242,-0.00828108609720446,0.010276494234006006,-0.03315168058836315,-0.06314388975333718,0.1411358844964204,chronos,2.32745494187482
CAMELS-US,01413500,286,0.5507041472725296,0.6492857,-0.8871821,0.4629697799682617,0.08610140532255173,-2.6824842230886023,0.016234477461305685,-8.530956313729423,-0.08911974418952817,-1.2760723087458414,0.3616418237946826,chronos,5.377029309032665
CAMELS-US,01414500,286,0.597849101091305,0.35437328,-0.15468407,0.6302165389060974,0.08786751329898834,-1.791174603811593,-0.268399451359685,-1.1270024723745307,-0.24767020116030092,-0.6257633074476747,0.35812137107662273,chronos,7.17234977120211
CAMELS-US,01415000,286,0.5170625406129326,0.40106046,0.38841373,0.5390400886535645,0.07888657599687576,-0.41041929440318214,-0.00992853908518665,-0.2778754509851984,-0.11132286355749477,-0.1495159323941253,0.38772523659790264,chronos,6.833102867526063
CAMELS-US,01423000,286,0.7297768934291,0.5597018,0.6218795,0.4863315522670746,0.09074453264474869,-0.8235468370987842,0.019521491115861767,0.08077538097386239,-0.14338164582759427,-0.4653476310333109,0.3940369244299168,chronos,5.359348250444906
CAMELS-US,01434025,286,0.4049213466456207,0.021342337,-2.090327,0.7670654058456421,0.08148626238107681,-0.5283797501400105,-0.23786913601918758,-0.6817847660735057,-0.03294452245881607,-0.14798377967654375,0.40286845478253835,chronos,9.413432196195247
