dataset,basin_id,n,ac1,nse_model,nse_pers,err_wet,err_dry,gain_lin,gain_gbt,gain_gbt_pers,gain_lin_shuf,gain_gbt_shuf,rho_absres_P,model,wet_dry
CAMELS-US,03463300,410,0.6544831900627764,0.29500216,0.23463845,0.5292925834655762,0.04885633662343025,0.08029441901470324,0.02891070733797063,0.001651468317719007,0.009985264118821169,-0.0008272934118294106,0.5095930041737692,chronos,10.833652705998038
CAMELS-US,03471500,438,0.7881458565563095,0.5571784,0.36397713,0.3485643267631531,0.04536629468202591,0.39665973434267754,-0.17590497521397253,-0.414077182857314,0.0005471202665828789,-0.052897689643711,0.35688058290607944,chronos,7.683332509437982
CAMELS-US,03473000,438,0.8006612858770868,0.5589971,0.4642374,0.35788625478744507,0.061355650424957275,0.5238026281173715,-0.5537537676042905,-0.6336439169499695,-0.05327406030782744,-0.22413940058784232,0.37012230349586583,chronos,5.832979559481123
CAMELS-US,03479000,410,0.6414821286867108,0.49619967,0.4975301,0.5701696872711182,0.05690611153841019,0.490190771960875,0.08696596641142762,-0.07216876038746456,-0.0033238882082511356,-0.08266511285341616,0.43317664543541945,chronos,10.019480717572277
CAMELS-US,03488000,438,0.7517272684532027,0.41338348,0.15599597,0.4189474582672119,0.10820970684289932,0.44228033869113315,-0.3696225503375974,-0.9073783070194736,-0.004078039630936781,-0.6946559191048265,0.33347581090053763,chronos,3.871625480655325
CAMELS-US,03498500,408,0.708197028858822,0.28179228,0.15885651,0.5283799767494202,0.06689674407243729,0.2168546120272825,0.026285166115725733,0.3354283696113548,-0.014272795307826991,-0.05378133230956972,0.41592280785114755,chronos,7.8984408595024975
CAMELS-US,03500000,408,0.7958045335249129,0.7056991,0.5973836,0.28267374634742737,0.053148940205574036,0.578389214390445,0.2360741351012413,0.1776774019910362,-0.0015897111318234902,-0.03133085683008585,0.4868389552713865,chronos,5.318520844518773
CAMELS-US,03500240,415,0.7802615874677588,0.6453382,0.4857654,0.2974020540714264,0.06634101271629333,0.33571215403653576,0.011823642456085581,0.037793858556614435,-0.016866448837351333,-0.0207610679503214,0.40062917856985536,chronos,4.4829290644576565
CAMELS-US,03504000,415,0.8076410807617324,0.72938323,0.64789927,0.3252313733100891,0.04816950112581253,0.45664749028360796,0.10873052729436994,0.0034224577273075374,0.00717774479688893,0.03710421126841823,0.4785910146958988,chronos,6.751811119252132
CAMELS-US,03574500,438,0.7882159765220238,0.7218613,0.6600109,0.583008885383606,0.19046729803085327,0.27835456307823436,0.16156906765874335,0.26533514075432685,-0.10126895841403005,-0.32815457863053976,0.27623070678936223,chronos,3.060939549261448
CAMELS-US,03592718,368,0.4141628882565467,0.47419858,-1.7772243,1.1416674852371216,0.138301819562912,0.12162295122332678,0.12420167109063318,-1.4941657402170945,0.00585835556850145,-0.07972165806376541,0.42220204526360394,chronos,8.254898517208513
CAMELS-US,03604000,434,0.5871060368795649,0.51102763,0.4838804,0.4805873930454254,0.06932225078344345,0.07285450791335135,0.07744880572335955,0.09225211474288275,0.0012057354462419179,0.03789865853731522,0.3417729642735459,chronos,6.932657085049614
CAMELS-US,04015330,410,0.5933314524466315,0.7114301,-1.9729357,0.9031237959861755,0.18348611891269684,-0.2120913913969793,-0.09600642443358054,-2.3112880660304844,0.020440693865972026,-0.09071671461682729,0.24466356799075725,chronos,4.922027896921642
CAMELS-US,04024430,408,0.7803046678897331,0.60445327,0.7469871,0.7578484416007996,0.1502601057291031,-3.053099059985846,-3.2793342255975677,-2.2356599630831213,-0.28553669021633166,-1.7720785427731878,0.251921831568211,chronos,5.043577188525935
CAMELS-US,04027000,415,0.928446497440925,0.9044312,0.8518492,0.34550923109054565,0.08050990849733353,-0.17280434068741113,-0.08851045456739759,0.03354055437454595,-0.002415727864847561,-0.005109869649672749,0.244536228543985,chronos,4.2915119087731775
CAMELS-US,04040500,438,0.9679580650025849,0.94520813,0.9603719,0.18402902781963348,0.0708063393831253,0.02389847595114092,0.04056827035043409,0.04200262266545607,0.0005991060794555692,-0.022137654556119823,0.1339210058698796,chronos,2.599047337045242
CAMELS-US,04043050,422,0.8892542609626972,0.79128975,0.7440686,0.4133184254169464,0.1468493938446045,0.05873203886655498,-0.20047512205284868,-0.21031864720746274,-0.0059854687078242375,-0.05893448855005978,0.17026934881990397,chronos,2.814573588600022
CAMELS-US,04045500,417,0.9950925902713881,0.9982866,0.99162596,0.03351065143942833,0.017009267583489418,-0.04424165690419635,-0.01850203615011803,0.1805429669610169,-0.0015384285083746008,-0.009418363842323085,0.23804418373097772,chronos,1.9701407644357656
CAMELS-US,04056500,417,0.9940352148221846,0.99790263,0.990339,0.024862049147486687,0.01922466605901718,0.11209616325077032,0.012139648550382076,0.08051081824129336,-0.032199040744708585,-0.024832595233718058,0.10532703301809752,chronos,1.2932369837355555
CAMELS-US,04057510,438,0.9698179583127235,0.9726203,0.96573615,0.11135157197713852,0.04676107317209244,0.1354271513774694,0.1158537599902939,0.08441810814610384,-0.003081561729412652,-0.033811694849744445,0.20712022894969997,chronos,2.381287776850991
CAMELS-US,04057800,408,0.9492008896090165,0.8737693,0.9404771,0.24006715416908264,0.0735645517706871,0.02097531667692043,0.0050298304856647436,0.06209096416826654,0.004150899678083464,-0.012729401682573638,0.13915509261850714,chronos,3.263353726634694
CAMELS-US,04059500,408,0.9745280260943672,0.9875522,0.9833616,0.0951870009303093,0.05046961456537247,0.07750362805112088,-0.07780855088939576,-0.01260481324300411,0.004748948889963245,-0.0472769985187278,0.11954445611711766,chronos,1.8860259138102815
CAMELS-US,04063700,409,0.9830097380320955,0.98655736,0.97321886,0.10832071304321289,0.0432610921561718,0.047995829166958215,-0.057692376095206166,-0.0014195270011334582,-0.00037780330460734923,-0.09107630401523537,0.19347310636847212,chronos,2.5038829961152387
CAMELS-US,04074950,413,0.9797581155788891,0.98046815,0.97426444,0.08169279992580414,0.03735717013478279,0.25415976278093333,0.12334070018787535,0.1761227609928534,-0.021917647730937295,-0.1163178990103737,0.2905360486694184,chronos,2.1868037549702137
CAMELS-US,04105700,438,0.8970622537661059,0.8781023,0.83444214,0.14468175172805786,0.058207422494888306,0.33245989889914707,0.2044950355143913,0.3600945353039189,-0.020696479243464294,-0.08010785860206848,0.2715831137285241,chronos,2.4856237491148763
CAMELS-US,04115265,416,0.7197414606008985,0.6151999,0.5803988,0.34889575839042664,0.07472100108861923,0.34172642251471674,0.1113243360522368,0.1570691363091995,-0.00118460962450051,-0.02190926813322691,0.26416871589173246,chronos,4.66931322261911
CAMELS-US,04122200,408,0.9242937440233594,0.8411114,0.8875545,0.10878228396177292,0.03733083978295326,0.05627315868243854,0.019952436872169632,0.12913261169968815,-0.0033234862018431954,-0.029325095805602164,0.3175428674066157,chronos,2.9140058084481457
CAMELS-US,04122500,438,0.9723124815436864,0.98159164,0.9378612,0.05126586928963661,0.026175592094659805,0.1815976648066312,0.16628704078263845,0.1792541597192039,-0.03263294831854524,-0.0958772210340495,0.24333986102211094,chronos,1.9585371404108785
CAMELS-US,04124000,438,0.9651439594603944,0.96317637,0.9345282,0.044094450771808624,0.02092146687209606,0.054328246539111946,-0.056370865867191755,0.3886903222731839,-0.0972392351811242,-0.18569630087648337,0.3428731189427244,chronos,2.107617550976765
CAMELS-US,04127918,438,0.8413999666306832,0.48021448,0.48558575,0.26421523094177246,0.07832102477550507,0.2161256758438137,0.04690352091754946,0.05391140930008742,0.005070092189273678,0.006770322399951345,0.26232739099627816,chronos,3.373490473332084
CAMELS-US,04127997,408,0.8139229478088673,0.7710385,0.68982804,0.11627092957496643,0.03639189153909683,0.5138117146795089,0.41897443574858495,0.4164842361301424,0.009539624471117891,0.05525197415131444,0.29823295587686727,chronos,3.1949680178083986
CAMELS-US,04161580,438,0.9397531654963797,0.9246636,0.91196454,0.2937684655189514,0.08465471863746643,0.29103443146239394,0.1711551039383108,0.13411512824744332,-0.02083815340626538,-0.3287000723080056,0.35990166823963077,chronos,3.4701959943545964
CAMELS-US,04185000,414,0.9570771763167045,0.9267555,0.88466144,0.22684261202812195,0.08678636699914932,-1.0434059625698033,-0.07441951800013658,-0.06110698112524826,-0.04443021024457239,-0.9016365857816269,0.2728279484894303,chronos,2.6138046777594166
CAMELS-US,04196800,438,0.837114093786786,0.7807685,0.6543145,0.5359576344490051,0.2494250237941742,0.34587684378740735,-0.06292391163112465,0.30425055268572043,-0.13680563149856573,-0.3074011578866036,0.26165336625542773,chronos,2.1487725100560797
CAMELS-US,04197100,408,0.7731674639795912,0.6051096,0.4452306,0.8702585697174072,0.17935988306999207,0.19842699273299136,0.1987856543885541,0.3079485717714743,-0.03849904684741401,-0.23091761675786104,0.3163755005646848,chronos,4.852024626810244
CAMELS-US,04197170,286,0.524035048759304,0.579357,0.2995441,1.1422373056411743,0.2838645279407501,-0.09530950668042193,-0.053404753988804954,-0.13957041856670904,-0.041342754105750945,-0.573819069569282,0.2985521226204474,chronos,4.023881792936061
CAMELS-US,04213000,426,0.6870823369797738,0.54976976,0.50482714,0.733233630657196,0.1814315766096115,0.47863304458749434,0.36379868017953443,0.38808877422595456,0.05932174028878179,0.016797945380404022,0.3996000238013971,chronos,4.041378266997611
CAMELS-US,04213075,438,0.4487079396531594,0.24870265,-0.15221858,0.9928579330444336,0.1536717414855957,0.232493793029951,-0.031107969668827895,-0.1287663512885866,0.05448560812786829,-0.11733926923779436,0.3925119638119634,chronos,6.460901161437663
CAMELS-US,04216418,408,0.6220753992689368,0.42505944,0.481489,0.7824876308441162,0.13678880035877228,0.23728431230402958,0.09092992229772756,0.07599821107472993,0.014364745066686946,-0.04715426517827104,0.3997563285780589,chronos,5.720407144384574
CAMELS-US,04221000,408,0.6861000646015276,0.41482162,0.34473622,0.5599046349525452,0.09160721302032471,0.24583298154075406,0.15935443762455026,0.23733140139784636,-0.01568873483553923,-0.07954129666299847,0.3955121178844674,chronos,6.112014725612494
CAMELS-US,04224775,408,0.6265984280298134,0.48166537,0.33901167,0.5450577139854431,0.08849991858005524,0.17296941685474065,-0.0036649770407837234,0.08883422363633409,-0.01497863518968523,-0.0067925027559230244,0.32909917432124186,chronos,6.158849891962273
CAMELS-US,04233000,438,0.6183083711498797,0.49255395,0.5256952,0.693547785282135,0.1696920394897461,0.1435834583552129,0.11794117161732631,0.0851265039378154,0.012423906246900596,-0.006814114240983438,0.306132640278454,chronos,4.087096762862843
CAMELS-US,04256000,408,0.8167611887346043,0.8059361,0.7684384,0.33352282643318176,0.09230067580938339,0.287528026808032,0.2513549573374977,0.23872430146149892,0.04228855635565687,0.07462127383961203,0.33489643256133184,chronos,3.6134386179572853
CAMELS-US,04296000,424,0.8638199656275071,0.8516295,0.78183347,0.3172193765640259,0.08786525577306747,0.2582865744107742,0.21001746509787167,0.25802083008156373,0.05961400316782173,-0.052736057888085996,0.3069043920535756,chronos,3.610293668106071
CAMELS-US,05056000,410,0.9730779775288033,0.91045684,0.95394826,0.08210772275924683,0.07944504916667938,-0.009339387500287621,-0.017246661050509315,-0.014479207151671725,-0.006219719838476134,-0.013895038435381979,0.19596874171361922,chronos,1.0335159159758467
CAMELS-US,05057000,417,0.9844403654922754,0.9436232,0.9734143,0.08757920563220978,0.03680014982819557,-0.8629608102657487,-0.2324695799907932,-0.04128769792797504,-0.014042336327742655,-0.18440093115255607,0.17908269781761585,chronos,2.3798600288607594
CAMELS-US,05057200,417,0.9679939731992148,0.8607315,0.9067581,0.3878035247325897,0.150737002491951,-0.6181639688420786,-0.3826159651552976,-0.9238140929874472,-0.21445056542851204,-0.49861310502607536,0.15825368451792238,chronos,2.572716176662048
CAMELS-US,05062500,412,0.9616197215985117,0.84117913,0.97011745,0.14276625216007233,0.09906813502311707,0.007597419635041902,0.007937646834517254,0.04080919292419838,0.01905964868907495,0.0034047588938453943,0.17605774945355607,chronos,1.4410915490309626
CAMELS-US,05087500,413,0.9583048198693225,0.7109415,0.84333944,0.31855908036231995,0.2504696846008301,-0.03474528547531408,-0.012723867478208195,-0.018954878337939407,-0.0037637239143566426,-0.004324068106007939,0.12878311891565986,chronos,1.271846853921675
CAMELS-US,05120500,438,0.9889149344395943,0.9407481,0.9888639,0.14946214854717255,0.07537156343460083,0.0032034443534564305,0.019020302302894754,-0.034550074878178405,-0.0023461657071390807,-0.0025168795089569596,0.25453586066506734,chronos,1.9830044878511695
CAMELS-US,05123400,438,0.9887649245283177,0.9868268,0.99118507,0.10288553684949875,0.04239432141184807,-0.9906642339498373,-0.3159431684967331,-0.3801160438870861,-0.05163613574896431,-0.022072031927059976,0.17861242425569715,chronos,2.4268707086969674
CAMELS-US,05129115,419,0.9930313456241575,0.99556524,0.9901664,0.0564054399728775,0.020298682153224945,0.16300815736405527,0.029605463406982002,0.09518885265781563,-0.038577818751293735,-0.08232881304219619,0.1867793548923374,chronos,2.7787734960870902
CAMELS-US,05131500,438,0.9724273631884895,0.9579936,0.9574156,0.08988884091377258,0.10049489885568619,-0.06821421247222426,-0.059017882661073884,0.04345173228025723,-0.014504905264741463,-0.014095903240264107,0.14264964800423097,chronos,0.8944617282799177
CAMELS-US,05291000,438,0.8717609931099519,0.54809076,0.6056174,0.9630690813064575,0.10246215760707855,0.20223466665680323,0.08275525863521294,0.01237449774570809,-0.013606587955373728,-0.05269277414229623,0.19316724868767624,chronos,9.399266068548261
CAMELS-US,05362000,424,0.9128631763316031,0.9222658,0.882575,0.29196640849113464,0.11112748831510544,0.10725240684595361,0.11044252371062957,0.13243953571022393,-0.03236065881652572,-0.15853145336236985,0.16447062208563884,chronos,2.627310424431216
CAMELS-US,05393500,417,0.8648479703814322,0.83160096,0.8242658,0.3634421229362488,0.13486279547214508,0.04943286403291969,0.024550494318863803,0.0202056613579783,0.007995157409510067,-0.01079258868191424,0.2950543403262041,chronos,2.6949027837059414
CAMELS-US,05399500,411,0.7617971942534163,0.67590356,0.6890309,0.8590577244758606,0.19115924835205078,0.14592948229388958,0.13146758292211091,0.22862137777646507,0.006247582634066551,-0.17730459494174844,0.29010668116280175,chronos,4.493937551448028
CAMELS-US,05408000,408,0.6509724204393785,0.4142334,0.37883127,0.29767823219299316,0.06388513743877411,0.1555322322931716,0.108529844716168,0.09286451707919341,0.0028967824216691307,-0.007795426400378336,0.4296241613863828,chronos,4.659585063556925
CAMELS-US,05412500,438,0.8654791186634928,0.6575186,0.63204455,0.47328877449035645,0.055806610733270645,0.05984808365595973,0.033373050992366315,-0.05483230310260656,0.0025274413263515205,0.002946466117056512,0.35828218975098847,chronos,8.480872933718448
CAMELS-US,05413500,408,0.6088959549609532,-0.024345517,-0.2437172,0.4178149700164795,0.12329749017953873,0.07772512644755192,0.02643092217960752,0.021396040433601993,0.0003428325084497974,-0.0013933021404513024,0.2941048172786815,chronos,3.388673763010758
CAMELS-US,05414000,408,0.6221830073617374,-0.10024023,0.0066705346,0.3492858111858368,0.11551450192928314,0.06490084667131713,0.026496654940764586,0.046969296222770685,9.515790774627941e-05,-0.005279503046316858,0.2925953145157989,chronos,3.023739923145461
CAMELS-US,05444000,438,0.6432174369928796,-0.16183043,-0.57580245,0.3762725591659546,0.13228152692317963,-0.2750474544282149,-0.023747094711769057,-0.021962552845503858,-0.02440767045503467,-0.03487557693382648,0.2817074606974915,chronos,2.8444830349174066
CAMELS-US,05454000,433,0.47756511225489245,-0.031480074,-0.22414804,1.580941081047058,0.16235654056072235,0.12416044588197594,0.04488303406267613,0.04398646316282884,0.004721435775659866,0.01204138786750053,0.3571896820566631,chronos,9.73746469090216
CAMELS-US,05458000,438,0.7526379075835592,0.7099178,0.5998304,0.6125751733779907,0.09835126996040344,0.035271172330309186,0.019268183445511067,0.031811249739364666,0.0006473281667391806,0.0031377506348106987,0.3372480494031518,chronos,6.22844192682632
CAMELS-US,05466500,429,0.9152083426156281,0.7613609,0.8673928,0.4388890862464905,0.16517062485218048,0.06555914404885854,0.06067887854206322,0.14720022406283428,0.002084274338564285,0.006669439716672887,0.2710976824224134,chronos,2.6571860864440904
CAMELS-US,05487980,414,0.6670915944652986,0.3753745,-0.09643924,1.7397102117538452,0.1439252644777298,-0.11539822650770759,-0.0999662253164113,0.048070903099181606,-0.2893846720018449,-0.061905589951017914,0.39897528544080174,chronos,12.087594336316391
CAMELS-US,05488200,426,0.6521199862682807,-0.015496016,-0.67844296,1.9874716997146606,0.37469586730003357,-0.3736341927546434,-0.44079741611290113,0.1137025761243714,-0.012470730374937178,-0.11198786339897215,0.3139600015058965,chronos,5.304226369070718
CAMELS-US,05489000,426,0.5875190395963777,0.3592115,0.06873953,1.7940573692321777,0.2569246292114258,-0.06333055829063339,-0.10614646315199638,0.11201462420655572,-0.0706709486155972,-0.15146394936312202,0.40940847721245965,chronos,6.982815834895417
CAMELS-US,05495000,438,0.7701695016959476,0.5645392,0.58083904,1.5899988412857056,0.37681958079338074,-0.5272288201280748,-0.6062819086186728,-0.5482141959648683,-0.008889910707406523,-0.20225701559220388,0.3240019022874581,chronos,4.219522876008772
CAMELS-US,05495500,428,0.610382088518662,0.54109323,0.48880303,1.9320111274719238,0.1578328013420105,-1.6471673452423135,-0.8611539777657742,0.03941403331437554,0.006649800471517198,-0.41821401780764567,0.3458451401198825,chronos,12.240872056027296
CAMELS-US,05501000,438,0.5432464600604545,0.49393243,-0.07873273,1.613928198814392,0.2381514012813568,0.1584109210798087,0.04494950986163315,0.14011145983063145,0.007666387373605477,-0.042324926825471065,0.32829013850832445,chronos,6.776899863409433
CAMELS-US,05503800,438,0.5033669791499688,0.28210568,-0.68580115,2.101679563522339,0.4634062647819519,0.05288377032578628,-0.03218757853430798,0.10468724159552667,0.006959392343736437,-0.02337114398673612,0.2993672480581146,chronos,4.53528517684423
CAMELS-US,05507600,438,0.3754682999009857,0.28726226,0.21424866,2.631101131439209,0.37893715500831604,0.0642577226857658,0.023943043098380135,-0.056069514172546686,0.006502239773333196,-0.01133890237972257,0.24755914598572426,chronos,6.943370679450706
CAMELS-US,05508805,438,0.41247992530955513,0.35018575,0.31309545,2.0825490951538086,0.26474112272262573,0.02404578975471161,0.06618502706539808,0.04865850139780248,0.0039889955355600915,-0.0072534942533466484,0.23277043375867637,chronos,7.8663604419919855
CAMELS-US,05514500,438,0.5750076221196119,0.45578837,0.35155833,1.448341965675354,0.21119564771652222,0.09275868764888606,0.05258025146951384,0.09338363962656315,-0.0014825674131953015,-0.0055148140407428325,0.2064543246979606,chronos,6.857821083602035
CAMELS-US,05525500,422,0.8705501903857119,0.66593796,0.77470034,0.6160922646522522,0.20485904812812805,0.18177096787802471,0.10226392519697025,0.23886624605991003,0.01691698054996449,-0.008339667385468097,0.30028559124148185,chronos,3.0073959157855716
CAMELS-US,05556500,435,0.6884784871452477,0.43170887,-0.33604228,0.8171650171279907,0.2629125416278839,-0.11766161062714264,0.0705983834859848,0.13382387012937647,-0.014389401025648674,-0.03067629157358942,0.3480917539997922,chronos,3.1081248998937983
CAMELS-US,05584500,415,0.857771128601032,0.49442655,0.7324352,0.9917389750480652,0.27453702688217163,-0.08352540007332565,-0.06214202749311326,-0.3761113807518812,-0.010916179711243146,-0.04879330858252695,0.24939598538879665,chronos,3.612405169207682
CAMELS-US,05585000,438,0.943615128374666,0.6818234,0.8810912,0.4840722382068634,0.20460237562656403,-0.003907947062387507,0.027037550763537532,0.056953596141112506,0.004873273841233705,-0.010319018778550904,0.21503358482751578,chronos,2.3659169974173806
CAMELS-US,05591550,438,0.6392691628949094,0.21554309,-0.18491948,1.4246258735656738,0.10349000245332718,0.08026609806850893,0.07706609310177137,0.1109446940082206,0.02852506175865288,-0.0442152321523086,0.2725283767772817,chronos,13.765830899541857
CAMELS-US,05592050,411,0.6077792743962538,0.29699373,-0.58725524,1.6822068691253662,0.12324320524930954,-0.05538414542147807,0.003499558458911367,0.03740259343748664,-0.01350317143434343,-0.013705082929155399,0.31396530123871863,chronos,13.649489768806468
CAMELS-US,05592575,438,0.41728436048647816,0.111148,-0.58755314,2.597001314163208,0.3382263481616974,0.30809776473360895,0.1531212099877134,0.0772661008750849,0.02899237670071031,-0.05322123524240707,0.34650724779692205,chronos,7.67829392440369
CAMELS-US,05593575,438,0.5102367324356291,0.2751727,0.059440613,2.6689295768737793,0.33144792914390564,0.5125841934991973,0.20827865391597689,0.30305432682968003,-0.033031009644233444,-0.02726642279797753,0.2957074855513283,chronos,8.05233444591836
CAMELS-US,05593900,438,0.49097572078092516,0.07773191,-0.17993903,2.454913854598999,0.3237839937210083,0.36430527014519765,0.10066302411260286,0.14302079991736416,-0.11435050639096578,-0.4077869868695001,0.2967174313573783,chronos,7.581949392823599
CAMELS-US,05595730,438,0.5283868998169508,0.31968796,-0.080411434,2.282595157623291,0.3570541739463806,0.38610839913253836,0.1774078925121645,0.1008979739703495,-0.05173411041806042,-0.08650020017297755,0.32030601716967333,chronos,6.3928538697493895
CAMELS-US,06037500,424,0.9754845500920061,0.9630169,0.9612278,0.06021328270435333,0.024841884151101112,0.07200533163352363,0.1546533621091445,0.10006341229630888,-0.02592269821268367,-0.20421984391462744,0.30022824790412495,chronos,2.4238613439345094
CAMELS-US,06043500,412,0.9899368543123773,0.98497564,0.98162824,0.08179459720849991,0.04496990144252777,0.0023710499399414164,-0.14537919879645878,-0.2308466450747173,-0.0013012694375797995,-0.45329844364647176,0.19410077072523627,chronos,1.8188742822359678
CAMELS-US,06154410,438,0.8754494022566357,0.80778,0.58723086,0.5678547620773315,0.09625266492366791,0.2119315200970724,0.14677328989968363,0.09883915299486057,-0.015508345922825573,-0.23881402859002887,0.23703730746066676,chronos,5.8996263898528145
CAMELS-US,06188000,408,0.9780634305168939,0.9788389,0.96463406,0.10873149335384369,0.10355058312416077,0.04650533540829893,-0.27114733845629013,-0.26011522344554683,-0.020839416481289064,-0.4498599726786985,-0.010595756636818904,chronos,1.0500326514189768
CAMELS-US,06191500,408,0.9908745040610264,0.9890373,0.98391885,0.060512736439704895,0.04983045160770416,0.08468929546957771,-0.4155660696218697,-0.4347478803256031,-0.07636626270837232,-0.37472848548205495,0.10968687016672278,chronos,1.214372627326323
CAMELS-US,06221400,416,0.9796774985361844,0.96529275,0.95963264,0.08474191278219223,0.09799463301897049,-0.0752691336675706,-0.4403927003391217,-0.3007483112399849,-0.16710471698136264,-0.4204618023624398,-0.12198382534280511,chronos,0.8647607544566986
CAMELS-US,06224000,410,0.9774558071433953,0.9740775,0.9612819,0.06756375730037689,0.07794036716222763,-0.12577425375955498,-0.3519722520889892,-0.2469166656612405,-0.07681902379479477,-0.5955206484265767,-0.008996239162221486,chronos,0.8668647552012101
CAMELS-US,06278300,413,0.9425063465213519,0.86426127,0.91404516,0.29258784651756287,0.22160275280475616,0.024465166195809296,-0.18814715047621688,-0.09737532716539943,-0.11628372225093009,-0.3118730663957796,0.03990944306919054,chronos,1.3203258660570356
CAMELS-US,06280300,424,0.9821166397135108,0.98082495,0.9749777,0.08765966445207596,0.0804830864071846,0.01484095669865615,-0.21639093424437283,-0.2565522582424524,-0.11132804812642161,-0.37152177366784644,-0.0035089687757608886,chronos,1.0891687727851689
CAMELS-US,06289000,431,0.989499605060223,0.98742086,0.9847035,0.06413813680410385,0.047814641147851944,-0.0252561269548639,-0.3700920010300328,-0.12755767758690273,0.010988768755799128,-0.21497754093086008,0.2119383154887205,chronos,1.3413911568587655
CAMELS-US,06291500,438,0.976846669988042,0.96410584,0.9546026,0.12315700203180313,0.08560590445995331,-0.1750864968213104,-0.7202074303223669,-0.43926518105212775,-0.12957770181105066,-0.40512261807240546,0.16199882120058975,chronos,1.4386507894372675
CAMELS-US,06311000,420,0.9718482074197351,0.9678402,0.95593464,0.1746145486831665,0.10775823891162872,-0.12822559390930333,-0.170992292666027,-0.39548965631267285,-0.2300358948457062,-0.44394259349069354,0.044931926799454916,chronos,1.6204287527969519
CAMELS-US,06332515,410,0.7200375482505537,0.41664225,0.26485687,1.2128753662109375,0.34062373638153076,-0.05941996029966723,-0.12904762033327444,-0.05090592239168901,-0.0349742734877907,-0.057522447716221725,0.13307185620498396,chronos,3.560748229396446
CAMELS-US,06339100,411,0.7592640834987497,0.45030415,0.6788928,1.2715753316879272,0.34723931550979614,0.016872300558888775,0.03557331782444051,0.0020695128886303316,0.0024979886931063566,-0.004717398797404515,0.14395119702306922,chronos,3.6619566820107217
CAMELS-US,06339500,408,0.8733177182822371,0.63832855,0.5576929,0.9657386541366577,0.1993076354265213,-0.005523612181963733,-0.012742022024700761,0.049536824455967965,-0.0027357269552750196,-0.003613947946657481,0.17596445712304826,chronos,4.845467420603143
CAMELS-US,06344600,410,0.740919657667259,0.3335687,0.43404967,2.026071071624756,0.23296530544757843,-0.03347712538750258,-0.003902718029884511,-0.011493262491545364,-0.001750614117761895,-0.0007369916137380805,0.16316720746352592,chronos,8.696878995489136
CAMELS-US,06350000,424,0.8431935142715593,0.49974567,0.6701803,1.1323758363723755,0.23101742565631866,0.011959119487257697,0.007311587011074816,0.008180536680005068,0.0014478849692739493,0.00010048850280774957,0.21222340767627298,chronos,4.9016901350852855
CAMELS-US,06352000,424,0.8928887296633845,0.5857076,0.82496244,0.45777496695518494,0.31197240948677063,-0.0061707257791761005,-0.004481496964589438,0.0068611901064006275,-0.0015058795506035505,-0.0026106698156596053,0.19514691653686023,chronos,1.467357218249767
CAMELS-US,06353000,420,0.9536740822115681,0.6667436,0.83399844,0.44984716176986694,0.18020112812519073,0.003270789864796897,-0.0022894759915010887,-0.027984558519191127,-0.0029516339672419623,-0.001473380358071319,0.24559134910970346,chronos,2.4963615180996293
CAMELS-US,06354000,419,0.951866067680894,0.76238704,0.82193947,0.4402766525745392,0.17263300716876984,-0.11091113960377075,-0.023481436759922092,-0.046137137888391466,0.012234907098315095,-0.008510335508499445,0.2564796625808039,chronos,2.5503619487095825
CAMELS-US,06360500,412,0.8994741212322598,0.5764572,0.79097635,0.8427767753601074,0.3466580808162689,-0.1307336998933235,0.011903750693883608,-0.10244422079481619,0.021916795829526325,0.0035642418438879275,0.2072984290246435,chronos,2.4311470639185377
CAMELS-US,06404000,408,0.8104591285317387,0.39397871,0.25400537,0.902622401714325,0.09329838305711746,-0.019759959388549575,-0.008500926595651492,-0.05457392224742175,-0.0060857058971364175,-0.007357604787992633,0.26691924578779114,chronos,9.674577116322988
CAMELS-US,06406000,408,0.8254507656883101,0.64784074,0.40612322,0.29886507987976074,0.06921551376581192,-0.19745692271578674,-0.06218718128814782,-0.24808903684974415,-0.022064658571055995,-0.030931843839879347,0.23149195184041338,chronos,4.317891519103065
CAMELS-US,06408700,410,0.9913190036632655,0.986088,0.98521465,0.012735391966998577,0.0077585787512362,-0.06268898594991246,-0.06364161865290985,-0.0762368554750994,-0.03276021045371369,-0.09481830197390351,0.1973927226537146,chronos,1.6414593929293306
CAMELS-US,06409000,418,0.8858886258320587,0.94113594,0.9204017,0.08348105102777481,0.0400400385260582,0.21691745715308552,0.001330993711589068,-0.43387726455920395,-0.02094234842186138,-0.0528922782752177,0.21396229768765643,chronos,2.084939328253769
CAMELS-US,06431500,408,0.8268447547527017,0.826325,0.6521565,0.13113711774349213,0.02781292051076889,-0.021055281213443244,-0.004000323402037376,-0.004478640962984004,-0.0017568554679396886,0.0035949800231548368,0.2291337072759618,chronos,4.714971147769869
CAMELS-US,06440200,426,0.6987900358428107,0.5491834,-0.98638654,1.843618392944336,0.39735692739486694,-0.45804691413859655,0.04201316586688497,0.009879699900648187,0.010754534700015417,0.0029955356445079406,0.14262154032822072,chronos,4.639703666503014
CAMELS-US,06441500,431,0.8649008524350326,0.2080062,0.2454465,2.729456901550293,0.1595045030117035,-18.200793331676508,-1.1439561296261846,-0.6757480867818422,-0.48892133781128755,-1.508512692969453,0.2947375852079931,chronos,17.11209934524558
