basin_id,model,mode,dataset,NSE,KGE,RMSE,MAE,PBIAS,FDC_slope_error,FDC_KGE,tail_RMSE_95,tail_RMSE_99,RB_flashiness_obs,RB_flashiness_sim,n_predictions
10005,persistence,zero_shot,CAMELS-IND,0.5785897935945012,0.5210526934739101,15.017367125207688,5.110666517416636,27.21656347417403,0.012927880125403933,0.5277131157063443,16.924647814378506,20.75,0.645809,0.70721215,30
10008,persistence,zero_shot,CAMELS-IND,0.28904029167880996,0.28461264415447807,594.8681774538259,95.46675437308372,-26.10191534552885,-0.0017012580609828461,0.4494488106713913,2572.303540982861,5500.374429859171,1.2900343,1.0266271,188
10010,persistence,zero_shot,CAMELS-IND,0.49446279520033454,0.5967716294176793,75.47813280911949,17.64349777707474,15.421906405401282,,0.6205521340125428,293.53782720068295,181.0013888608814,0.6882948,0.79306465,183
10011,persistence,zero_shot,CAMELS-IND,0.8035954392724782,0.8600523549716743,91.90149408055406,23.104680939557703,-1.446111696823233,-0.002151426322940544,0.8842294788683427,380.608813970562,372.4897309094685,0.9351203,0.8806711,188
10013,persistence,zero_shot,CAMELS-IND,0.4525860896648287,0.5044489430468166,30.364787600360785,5.070163111971772,-13.884530595837308,-4.641171173148592e-05,0.6236959730588951,130.06887293181651,260.65310762819496,0.85161144,0.70287216,184
10014,persistence,zero_shot,CAMELS-IND,-1.453279784781628,-0.015577048334346921,112.96360506037493,21.355923518214535,17.137113091421554,-0.0015181403418744986,0.05414104792469021,468.74894590083335,260.97836678141186,0.7218835,0.87674785,184
11001,persistence,zero_shot,CAMELS-IND,0.15756395724415495,-0.014087294720545263,266.63624325430345,26.521208924169724,-42.42007271502257,,0.12394814852457803,1135.434789114386,2525.8524088889335,1.4983553,1.1852273,182
11010,persistence,zero_shot,CAMELS-IND,0.3864467670648404,0.2843289170774963,139.10337576252513,28.314202019508848,-24.710509516830662,-0.002970569956315408,0.34550218721312953,597.5349949167639,1252.789817232309,0.88658905,0.54675215,188
12001,persistence,zero_shot,CAMELS-IND,0.6390156125592398,0.7224761624735176,22.375999084804693,5.7191026371258955,10.399872572188782,0.0013362580170152988,0.7480753510884763,95.50490586574328,169.50067521253033,0.48923594,0.5981561,156
12004,persistence,zero_shot,CAMELS-IND,0.9230593231108862,0.841996839776542,119.83452004867522,37.42342585104483,-5.201215488628183,0.0010937116434068406,0.844471849885446,417.86899861080866,664.9409748240816,0.6139823,0.61019194,108
